ligand,receptor,species,cell_sender,cell_receiver,co_exp_value,co_exp_number,co_exp_p,lr_score,rt_score,score,type,all_pair_mean,sender_receiver_pair_mean,all_pair_median,sender_receiver_pair_median,p_value
LAD1,EPHB2,Human,Cancer_clone_B,mDCs_A,0.0975609756097561,4.0,0.001,0.999,0.999294156733966,0.9991470675417269,L,11.932082418697725,13.376105853967355,11.426408875282696,13.511537834944615,0.9999771204253103
NINJ1,EPHB2,Human,Cancer_clone_B,mDCs_A,0.07317073170731707,3.0,0.0,1.0,0.999294156733966,0.999647016068155,L,12.439360189650976,11.566617058443997,12.078840877375578,11.697553699984947,0.10138818100194114
SDCBP,EPHB2,Human,Cancer_clone_B,mDCs_A,0.14634146341463414,6.0,0.0,1.0,0.999294156733966,0.999647016068155,L,12.114263732758465,13.65166634678532,11.61729738232143,13.285201479855633,0.999461238812827
SVBP,EPHB2,Human,Cancer_clone_B,mDCs_A,0.12195121951219512,5.0,0.0,1.0,0.999294156733966,0.999647016068155,L,11.907607249008054,11.545612060517762,11.362015355944324,11.933178053687607,0.24791098214563362
VASN,EPHB2,Human,Cancer_clone_B,mDCs_A,0.04878048780487805,2.0,0.0,1.0,0.999294156733966,0.999647016068155,L,12.329619519748883,12.281656404212356,11.933550190037943,12.510451517544642,0.5368222446940533
SCRG1,CCR1,Human,Cancer_clone_B,mDCs_A,0.024390243902439025,1.0,0.046,0.954,0.8797030982511999,0.9160986604791236,L,13.071750323863021,20.281558343873517,12.674965310014628,22.65955627318462,0.9999999745123205
HLA-B,CLEC7A,Human,Cancer_clone_B,mDCs_A,0.2682926829268293,11.0,0.0,1.0,0.9928919502649828,0.9964396370402889,R,12.308227497001665,13.491160993227702,11.913530795360995,13.791073729426925,0.9999972781611975
HLA-A,CLEC7A,Human,Cancer_clone_B,mDCs_A,0.2926829268292683,12.0,0.0,1.0,0.9928919502649828,0.9964396370402889,R,12.327328786072167,13.73814904119995,11.922867299261135,14.256290542692023,0.9999997935706961
HLA-C,CLEC7A,Human,Cancer_clone_B,mDCs_A,0.4146341463414634,17.0,0.0,1.0,0.9928919502649828,0.9964396370402889,R,12.267914238782128,13.255569130457205,11.859254792522652,13.743738796468504,0.9999934511326931
B2M,CLEC7A,Human,Cancer_clone_B,mDCs_A,0.2926829268292683,12.0,0.0,1.0,0.9928919502649828,0.9964396370402889,R,12.332126474952615,13.390851863712754,11.940846681566825,13.743738796468504,0.9999827734722893
HLA-B,FCGR2B,Human,Cancer_clone_B,mDCs_A,0.36585365853658536,15.0,0.0,1.0,0.9706147246602685,0.9851978099144701,R,12.14530617843813,13.539860474923081,11.756894022277054,13.406432454058919,0.9999986805404592
HLA-A,FCGR2B,Human,Cancer_clone_B,mDCs_A,0.2926829268292683,12.0,0.0,1.0,0.9706147246602685,0.9851978099144701,R,12.2541055092119,13.952229375299163,11.879808398752413,13.705764829355171,0.9999999430696851
HLA-C,FCGR2B,Human,Cancer_clone_B,mDCs_A,0.36585365853658536,15.0,0.0,1.0,0.9706147246602685,0.9851978099144701,R,12.20097424502356,13.592967726029551,11.831280278187831,13.571432112678377,0.999999931891305
HLA-B,LILRB4,Human,Cancer_clone_B,mDCs_A,0.2682926829268293,11.0,0.0,1.0,0.9706147246602685,0.9851978099144701,R,12.260283459815106,13.38682283583128,11.883712988704055,12.471043776712852,0.9991482777755036
HLA-A,LILRB4,Human,Cancer_clone_B,mDCs_A,0.1951219512195122,8.0,0.0,1.0,0.9706147246602685,0.9851978099144701,R,12.369605710593103,13.947920516900393,11.989076502127917,13.459150331313378,0.9999770956957145
HLA-C,LILRB4,Human,Cancer_clone_B,mDCs_A,0.2682926829268293,11.0,0.0,1.0,0.9706147246602685,0.9851978099144701,R,12.29426047319006,13.6450176529683,11.919176657004762,13.342439231054172,0.9999928782850184
SERPINA1,MRC1,Human,Cancer_clone_B,mDCs_A,0.12195121951219512,5.0,0.0,1.0,0.9999996160400768,0.99999980802002,R,11.680448045596219,12.004842558206684,11.329029069936736,12.058887417226632,0.7381002882742373
GSTP1,MRC1,Human,Cancer_clone_B,mDCs_A,0.14634146341463414,6.0,0.0,1.0,0.9999996160400768,0.99999980802002,R,12.383237169074416,13.393521187568247,11.897225384941256,13.743738796468504,0.9985697805038662
LGALS1,MRC1,Human,Cancer_clone_B,mDCs_A,0.04878048780487805,2.0,0.013,0.987,0.9999996160400768,0.9934785458335554,R,12.644361953855842,12.035766021227504,12.203553820810974,12.422151779067363,0.2466439587245572
AREG,MRC1,Human,Cancer_clone_B,mDCs_A,0.12195121951219512,5.0,0.0,1.0,0.9999996160400768,0.99999980802002,R,12.339263290061632,13.98488466701371,11.934591929626707,15.424008070701618,0.9999979338238016
IL1RN,MRC1,Human,Cancer_clone_B,mDCs_A,0.17073170731707318,7.000000000000001,0.0,1.0,0.9999996160400768,0.99999980802002,R,12.424619912607039,13.748361752713473,12.00746115833714,14.925895776395038,0.9999909370541524
HSPA4,MRC1,Human,Cancer_clone_B,mDCs_A,0.07317073170731707,3.0,0.0,1.0,0.9999996160400768,0.99999980802002,R,12.293019362069964,9.822146190035323,11.726146795020025,9.797934675170296,6.841109082083832e-05
LGALS3BP,MRC1,Human,Cancer_clone_B,mDCs_A,0.43902439024390244,18.0,0.0,1.0,0.9999996160400768,0.99999980802002,R,12.370134936883517,12.2763756422254,11.897687009392513,12.176725881850611,0.4695347821704727
LAMB3,MRC1,Human,Cancer_clone_B,mDCs_A,0.43902439024390244,18.0,0.0,1.0,0.9999996160400768,0.99999980802002,R,12.454685289977752,11.480308000183676,11.971865754537557,11.34473528680189,0.00034934153068597246
LAMC2,MRC1,Human,Cancer_clone_B,mDCs_A,0.4146341463414634,17.0,0.0,1.0,0.9999996160400768,0.99999980802002,R,12.70251587536229,12.061282852728668,12.175498941342589,11.735077121047947,0.015819845443263106
VASN,MRC1,Human,Cancer_clone_B,mDCs_A,0.07317073170731707,3.0,0.0,1.0,0.9999996160400768,0.99999980802002,LR,12.797303736845071,11.132709227615239,12.426671986219334,10.506003453203679,0.010010047480728122
HDGF,EPHB2,Human,RBCs,mDCs_A,0.35,7.0,0.0,1.0,0.9262778157533961,0.9624332785982601,L,11.834759435411163,12.879301335047188,11.311843410191749,13.088396794376507,0.8259043213362873
LAD1,EPHB2,Human,RBCs,mDCs_A,0.35,7.0,0.0,1.0,0.9262778157533961,0.9624332785982601,L,11.932082418697725,12.879301335047188,11.426408875282696,13.088396794376507,0.7925415052027756
SDCBP,EPHB2,Human,RBCs,mDCs_A,0.35,7.0,0.0,1.0,0.9262778157533961,0.9624332785982601,L,12.114263732758465,12.879301335047188,11.61729738232143,13.088396794376507,0.7270476038275134
SVBP,EPHB2,Human,RBCs,mDCs_A,0.35,7.0,0.0,1.0,0.9262778157533961,0.9624332785982601,L,11.907607249008054,12.879301335047188,11.362015355944324,13.088396794376507,0.8058364136389558
GC,MRC1,Human,RBCs,mDCs_A,0.1,2.0,0.004,0.996,0.9967607426285409,0.9963802987103,R,11.759685819056212,14.287747794152107,11.456302500874905,14.748001649425994,0.9982603352178587
GSTP1,MRC1,Human,RBCs,mDCs_A,0.45,9.0,0.0,1.0,0.9967607426285409,0.9983790575871175,R,12.383237169074416,12.960742258514777,11.897225384941256,13.377552783645239,0.8545517445876097
LAMC1,MRC1,Human,RBCs,mDCs_A,0.45,9.0,0.0,1.0,0.9967607426285409,0.9983790575871175,R,12.44716216911806,12.960742258514777,11.967797405367884,13.377552783645239,0.8285387543913185
LGALS3BP,MRC1,Human,RBCs,mDCs_A,0.45,9.0,0.0,1.0,0.9967607426285409,0.9983790575871175,R,12.370134936883517,12.960742258514777,11.897687009392513,13.377552783645239,0.8601476734937757
LAMC2,MRC1,Human,RBCs,mDCs_A,0.45,9.0,0.0,1.0,0.9967607426285409,0.9983790575871175,R,12.70251587536229,12.960742258514777,12.175498941342589,13.377552783645239,0.7084988946793159
EMC10,EPHB2,Human,mDCs_B,mDCs_A,0.14285714285714285,2.0,0.01,0.99,0.7495626214772548,0.8614331055064475,L,12.026190963868993,13.78032653137843,11.533545736544012,15.469784579347394,0.7150320238741444
SDCBP,EPHB2,Human,mDCs_B,mDCs_A,0.14285714285714285,2.0,0.021,0.979,0.7495626214772548,0.8566339979397458,L,12.114263732758465,14.536536255814724,11.61729738232143,17.345231847836615,0.9212958228214949
METRNL,FGFR1,Human,mDCs_B,mDCs_A,0.14285714285714285,2.0,0.046,0.954,0.9866329104261262,0.9701792600063786,L,12.28705347763324,7.939221449633376,11.749421968781556,5.1885367427820945,0.012325799721845443
METRNL,FGFR2,Human,mDCs_B,mDCs_A,0.14285714285714285,2.0,0.005,0.995,0.9960029824343283,0.9955013649022068,L,12.518365961009852,9.004285459822627,12.318660676702283,9.001053688795754,0.025760268291367596
ZBED3,FGFR2,Human,mDCs_B,mDCs_A,0.07142857142857142,1.0,0.022,0.978,0.9960029824343283,0.9869604433921215,L,11.806290642460588,6.78813902930419,11.599192306001884,6.907356597585997,0.0246308484456137
HLA-B,CLEC7A,Human,mDCs_B,mDCs_A,0.5,7.0,0.0,1.0,0.9982622552937578,0.9991307498489663,R,12.308227497001665,12.24154532442322,11.913530795360995,12.135223103437212,0.3929645679478416
HLA-A,CLEC7A,Human,mDCs_B,mDCs_A,0.5,7.0,0.0,1.0,0.9982622552937578,0.9991307498489663,R,12.327328786072167,12.2007557132762,11.922867299261135,13.053132805697608,0.36029382955161837
HLA-C,CLEC7A,Human,mDCs_B,mDCs_A,0.5,7.0,0.0,1.0,0.9982622552937578,0.9991307498489663,R,12.267914238782128,12.46097410627684,11.859254792522652,13.143022736578933,0.5631529860606003
B2M,CLEC7A,Human,mDCs_B,mDCs_A,0.5,7.0,0.0,1.0,0.9982622552937578,0.9991307498489663,R,12.332126474952615,12.24154532442322,11.940846681566825,12.135223103437212,0.3836778388387536
MICB,CLEC7A,Human,mDCs_B,mDCs_A,0.07142857142857142,1.0,0.006,0.994,0.9982622552937578,0.9961288479719856,R,12.5284766074811,10.618084330405697,12.188496746124505,9.780147453169882,0.16142919792512556
HLA-B,FCGR2B,Human,mDCs_B,mDCs_A,0.42857142857142855,6.0,0.0,1.0,0.9918032248758837,0.9958931794504287,R,12.14530617843813,11.895778530944336,11.756894022277054,11.626813781333928,0.36333239722029914
HLA-A,FCGR2B,Human,mDCs_B,mDCs_A,0.21428571428571427,3.0,0.0,1.0,0.9918032248758837,0.9958931794504287,R,12.2541055092119,12.301659339914622,11.879808398752413,12.523547578588964,0.5179115285869424
HLA-C,FCGR2B,Human,mDCs_B,mDCs_A,0.2857142857142857,4.0,0.0,1.0,0.9918032248758837,0.9958931794504287,R,12.20097424502356,12.098435805912612,11.831280278187831,12.226114203425311,0.45305960506634035
MICB,FCGR2B,Human,mDCs_B,mDCs_A,0.14285714285714285,2.0,0.0,1.0,0.9918032248758837,0.9958931794504287,R,12.716804940335798,8.143839851736475,12.421137080687307,6.375894510094161,0.0031288154387243017
HLA-B,LILRB4,Human,mDCs_B,mDCs_A,0.35714285714285715,5.0,0.0,1.0,0.9733210194356497,0.9865703317228072,R,12.260283459815106,11.076021642643692,11.883712988704055,10.428576968336948,0.06729859323193231
HLA-A,LILRB4,Human,mDCs_B,mDCs_A,0.14285714285714285,2.0,0.006,0.994,0.9733210194356497,0.9836061677922907,R,12.369605710593103,11.508608717070892,11.989076502127917,10.334803129722559,0.16308885196562128
HLA-C,LILRB4,Human,mDCs_B,mDCs_A,0.21428571428571427,3.0,0.0,1.0,0.9733210194356497,0.9865703317228072,R,12.29426047319006,11.519178161347002,11.919176657004762,11.043342793948865,0.1809162367881097
S100A8,MRC1,Human,mDCs_B,mDCs_A,0.07142857142857142,1.0,0.016,0.984,0.9999978792221178,0.991966689538799,R,12.43295946771731,14.176476420874648,11.969563610932614,15.730805138197871,0.7199753133823927
S100A9,MRC1,Human,mDCs_B,mDCs_A,0.2857142857142857,4.0,0.0,1.0,0.9999978792221178,0.9999989396104967,R,12.335937793064005,13.402170914907753,11.919914892799305,15.093383494214526,0.7630815295444301
LGALS1,MRC1,Human,mDCs_B,mDCs_A,0.35714285714285715,5.0,0.0,1.0,0.9999978792221178,0.9999989396104967,R,12.644361953855842,12.740828107808836,12.203553820810974,12.873708297513808,0.48130224618392614
AREG,MRC1,Human,mDCs_B,mDCs_A,0.21428571428571427,3.0,0.0,1.0,0.9999978792221178,0.9999989396104967,R,12.339263290061632,12.713250304172874,11.934591929626707,14.74026642176019,0.679346552548595
LGALS3BP,MRC1,Human,mDCs_B,mDCs_A,0.14285714285714285,2.0,0.007,0.993,0.9999978792221178,0.9964927967966266,R,12.370134936883517,13.92694640319237,11.897687009392513,16.25094099245876,0.9220324207465357
SRGN,S1PR2,Human,mDCs_B,mDCs_A,0.14285714285714285,2.0,0.004,0.996,0.8171235742527265,0.9021391688402159,LR,13.109858215734421,10.326830132869285,12.78479939870516,9.135502152900909,0.015296589931605572
VASH1,S1PR2,Human,mDCs_B,mDCs_A,0.07142857142857142,1.0,0.013,0.987,0.8171235742527265,0.898053989349995,LR,13.000346825687638,10.612686447217557,12.589398351411074,9.644010464041928,0.15566548056905966
METRNL,EPHB2,Human,T_cells_._NK_cells,mDCs_A,0.11764705882352941,2.0,0.006,0.994,0.8404015345268886,0.9139798276328243,L,12.407359992256088,9.602778867730384,11.94937867320951,8.280634656440968,0.04413996034821248
NINJ1,EPHB2,Human,T_cells_._NK_cells,mDCs_A,0.17647058823529413,3.0,0.0,1.0,0.8404015345268886,0.9167341678626845,L,12.439360189650976,11.034318885899365,12.078840877375578,11.241318535769315,0.2527215537595563
PDZD11,EPHB2,Human,T_cells_._NK_cells,mDCs_A,0.058823529411764705,1.0,0.035,0.965,0.8404015345268886,0.900548433355168,L,12.028803544613371,11.356259565081478,11.729811092965136,12.442965363701378,0.3991254726768344
SAMD1,EPHB2,Human,T_cells_._NK_cells,mDCs_A,0.17647058823529413,3.0,0.0,1.0,0.8404015345268886,0.9167341678626845,L,12.533104827946175,13.82721403415473,12.122429042547417,19.03564114531131,0.8607362368665565
SDCBP,EPHB2,Human,T_cells_._NK_cells,mDCs_A,0.17647058823529413,3.0,0.006,0.994,0.8404015345268886,0.9139798276328243,L,12.114263732758465,13.002142650340144,11.61729738232143,18.9357659913228,0.7663214209546764
HLA-B,CLEC7A,Human,T_cells_._NK_cells,mDCs_A,0.4117647058823529,7.0,0.0,1.0,0.9943532619335549,0.9971726339674364,R,12.308227497001665,12.115412042278463,11.913530795360995,12.51680197628917,0.5055215135358772
HLA-A,CLEC7A,Human,T_cells_._NK_cells,mDCs_A,0.4117647058823529,7.0,0.0,1.0,0.9943532619335549,0.9971726339674364,R,12.327328786072167,11.754159566167985,11.922867299261135,11.385860211196839,0.27606580003817627
HLA-C,CLEC7A,Human,T_cells_._NK_cells,mDCs_A,0.4117647058823529,7.0,0.0,1.0,0.9943532619335549,0.9971726339674364,R,12.267914238782128,12.381546832278302,11.859254792522652,12.51680197628917,0.677682846538681
B2M,CLEC7A,Human,T_cells_._NK_cells,mDCs_A,0.4117647058823529,7.0,0.0,1.0,0.9943532619335549,0.9971726339674364,R,12.332126474952615,10.322418666005854,11.940846681566825,10.244729897565986,0.007014428925717783
HLA-B,FCGR2B,Human,T_cells_._NK_cells,mDCs_A,0.35294117647058826,6.0,0.0,1.0,0.9765479064280992,0.9882043849468081,R,12.14530617843813,11.663894082094847,11.756894022277054,11.715568959515391,0.3067607514015076
HLA-A,FCGR2B,Human,T_cells_._NK_cells,mDCs_A,0.29411764705882354,5.0,0.0,1.0,0.9765479064280992,0.9882043849468081,R,12.2541055092119,12.091774908718511,11.879808398752413,11.876676751290109,0.5021549896435359
HLA-C,FCGR2B,Human,T_cells_._NK_cells,mDCs_A,0.35294117647058826,6.0,0.0,1.0,0.9765479064280992,0.9882043849468081,R,12.20097424502356,12.176692688795889,11.831280278187831,11.999956428611021,0.5910332146042206
HLA-B,LILRB4,Human,T_cells_._NK_cells,mDCs_A,0.23529411764705882,4.0,0.0,1.0,0.9765479064280992,0.9882043849468081,R,12.260283459815106,11.225375339229617,11.883712988704055,11.447577806438717,0.1176271220015801
HLA-A,LILRB4,Human,T_cells_._NK_cells,mDCs_A,0.11764705882352941,2.0,0.009,0.991,0.9765479064280992,0.9837474143652151,R,12.369605710593103,12.608044323552383,11.989076502127917,12.126716558266384,0.6825302209462427
HLA-C,LILRB4,Human,T_cells_._NK_cells,mDCs_A,0.23529411764705882,4.0,0.0,1.0,0.9765479064280992,0.9882043849468081,R,12.29426047319006,12.03930913250546,11.919176657004762,11.938316589950565,0.44792392553104543
GSTP1,MRC1,Human,T_cells_._NK_cells,mDCs_A,0.11764705882352941,2.0,0.005,0.995,0.9882469308038316,0.9916177167385688,R,12.383237169074416,7.338635108905736,11.897225384941256,5.369616129634051,0.0002936929408496884
LGALS1,MRC1,Human,T_cells_._NK_cells,mDCs_A,0.23529411764705882,4.0,0.0,1.0,0.9882469308038316,0.9941060963518087,R,12.644361953855842,10.584673719331251,12.203553820810974,10.059669594556823,0.027659549508344386
AREG,MRC1,Human,T_cells_._NK_cells,mDCs_A,0.17647058823529413,3.0,0.0,1.0,0.9882469308038316,0.9941060963518087,R,12.339263290061632,11.025417976084952,11.934591929626707,9.722086727420237,0.06223596103267597
C4orf48,FGFR2,Human,Tuft_cells,mDCs_A,0.06666666666666667,1.0,0.034,0.966,0.9999994186381413,0.982852704327787,L,11.845021323625168,6.021341044779854,11.454155084423316,6.861588136081251,0.024285208776435984
PTEN,FGFR2,Human,Tuft_cells,mDCs_A,0.13333333333333333,2.0,0.025,0.975,0.9999994186381413,0.9874205958821134,L,12.089016429460468,7.41970311318136,11.845951536582893,8.111541214883054,0.01996145406752955
SAMD1,FGFR2,Human,Tuft_cells,mDCs_A,0.06666666666666667,1.0,0.03,0.97,0.9999994186381413,0.9848854938920549,L,12.061377720800868,5.326448429634481,11.744531183787513,5.441401407624681,0.012394657635229341
YBX1,FGFR2,Human,Tuft_cells,mDCs_A,0.13333333333333333,2.0,0.027,0.973,0.9999994186381413,0.9864073369226891,L,12.221157587757933,5.673894737207167,12.017827073385982,6.4095648650885515,0.0011581961930590464
HLA-B,CLEC7A,Human,Tuft_cells,mDCs_A,0.4666666666666667,7.0,0.0,1.0,0.9830311126548922,0.9914792547778759,R,12.308227497001665,7.997830912169478,11.913530795360995,6.831884795721624,1.0765888251229485e-14
HLA-A,CLEC7A,Human,Tuft_cells,mDCs_A,0.4666666666666667,7.0,0.0,1.0,0.9830311126548922,0.9914792547778759,R,12.327328786072167,7.747254123345034,11.922867299261135,6.610811535169889,2.9084665058025437e-16
HLA-C,CLEC7A,Human,Tuft_cells,mDCs_A,0.4,6.0,0.0,1.0,0.9830311126548922,0.9914792547778759,R,12.267914238782128,7.7621382790321105,11.859254792522652,6.524757996408242,1.9448910355000256e-13
B2M,CLEC7A,Human,Tuft_cells,mDCs_A,0.2,3.0,0.0,1.0,0.9830311126548922,0.9914792547778759,R,12.332126474952615,7.404541845237151,11.940846681566825,6.524757996408242,2.4420223660876607e-10
HLA-B,FCGR2B,Human,Tuft_cells,mDCs_A,0.5333333333333333,8.0,0.0,1.0,0.9428178641167267,0.9709880864957751,R,12.14530617843813,6.867695011083095,11.756894022277054,6.362103817351105,4.544482540198305e-23
HLA-A,FCGR2B,Human,Tuft_cells,mDCs_A,0.5333333333333333,8.0,0.0,1.0,0.9428178641167267,0.9709880864957751,R,12.2541055092119,6.645550106066262,11.879808398752413,6.13477641714158,1.404672696203072e-25
HLA-C,FCGR2B,Human,Tuft_cells,mDCs_A,0.4,6.0,0.0,1.0,0.9428178641167267,0.9709880864957751,R,12.20097424502356,6.8123551620091325,11.831280278187831,6.148964016475405,3.3246978279928454e-20
HLA-B,LILRB4,Human,Tuft_cells,mDCs_A,0.5333333333333333,8.0,0.0,1.0,0.9428178641167267,0.9709880864957751,R,12.260283459815106,6.354231637413779,11.883712988704055,5.888956899350429,3.0370490961489125e-25
HLA-A,LILRB4,Human,Tuft_cells,mDCs_A,0.5333333333333333,8.0,0.0,1.0,0.9428178641167267,0.9709880864957751,R,12.369605710593103,6.147017778886276,11.989076502127917,5.684257221999987,1.849558990886453e-27
HLA-C,LILRB4,Human,Tuft_cells,mDCs_A,0.4,6.0,0.0,1.0,0.9428178641167267,0.9709880864957751,R,12.29426047319006,6.28631980388042,11.919176657004762,5.748186385732712,6.81605388449057e-22
NMU,LPAR5,Human,Tuft_cells,mDCs_A,0.06666666666666667,1.0,0.011,0.989,0.7809062126809746,0.8788152504033392,R,12.106319289112406,5.612768634992783,11.902026365153155,4.602525151345517,0.0009967289136750051
CCL20,LPAR5,Human,Tuft_cells,mDCs_A,0.13333333333333333,2.0,0.001,0.999,0.7809062126809746,0.8832470246020043,R,11.784155625073037,4.936392826807799,11.29421505517944,5.3465499888547035,1.1373228039896537e-06
CCL28,LPAR5,Human,Tuft_cells,mDCs_A,0.13333333333333333,2.0,0.001,0.999,0.7809062126809746,0.8832470246020043,R,11.72644891970128,4.868211434768401,11.246527470774815,4.112933637318138,2.274914962379666e-09
CST5,LPAR5,Human,Tuft_cells,mDCs_A,0.06666666666666667,1.0,0.014,0.986,0.7809062126809746,0.8774813534790588,LR,11.718819576244746,5.612768634992783,11.218372920015739,4.602525151345517,0.0012696870609675806
CHAD,MRC1,Human,Tuft_cells,mDCs_A,0.13333333333333333,2.0,0.0,1.0,0.9998564720470355,0.9999282334482988,R,12.765521318038036,11.29161608463508,12.400836588455727,12.058739640968222,0.26026468026269356
HSPA4,MRC1,Human,Tuft_cells,mDCs_A,0.13333333333333333,2.0,0.0,1.0,0.9998564720470355,0.9999282334482988,R,12.293019362069964,10.25952239691511,11.726146795020025,8.600187298015031,0.21040950697658445
LAMB3,MRC1,Human,Tuft_cells,mDCs_A,0.13333333333333333,2.0,0.004,0.996,0.9998564720470355,0.997926373115195,R,12.454685289977752,10.97405239142419,11.971865754537557,10.77440018888301,0.26134204094894636
NMU,P2RY11,Human,Tuft_cells,mDCs_A,0.06666666666666667,1.0,0.005,0.995,0.7374738276875725,0.8566133658478221,R,12.689060638615361,5.181093953478457,11.797669708793393,5.181093953478457,0.07345259797765195
NMU,S1PR2,Human,Tuft_cells,mDCs_A,0.06666666666666667,1.0,0.014,0.986,0.978075060360088,0.9820295359687746,R,12.54568453522796,5.181093953478457,12.281638896153959,5.181093953478457,0.06859467354715745
ADA2,S1PR2,Human,Tuft_cells,mDCs_A,0.13333333333333333,2.0,0.001,0.999,0.978075060360088,0.9884821623578889,LR,12.693893893449564,7.784472838631241,12.333884451480936,6.921985892432172,0.0002048461139633237
CST5,S1PR2,Human,Tuft_cells,mDCs_A,0.06666666666666667,1.0,0.027,0.973,0.978075060360088,0.975534229912188,LR,11.994320028876697,5.181093953478457,11.3920550483872,5.181093953478457,0.08301174447187976
HDGF,S1PR2,Human,Tuft_cells,mDCs_A,0.13333333333333333,2.0,0.049,0.951,0.978075060360088,0.9644425241570612,LR,12.287652447047149,7.057931411398752,11.748141172058993,6.469962621439472,7.409721712208289e-05
YBX1,S1PR2,Human,Tuft_cells,mDCs_A,0.13333333333333333,2.0,0.034,0.966,0.978075060360088,0.972018779812327,LR,12.53899766697128,5.673894737207167,12.0092904994295,6.4095648650885515,0.0013428047340716112
C1QL1,EPHB2,Human,Endocrine_cells,mDCs_A,0.2,1.0,0.0,1.0,0.9085647464445624,0.9531866272900404,L,10.770698414195637,3.722675552611195,10.43101997627705,3.5717535898339787,0.0008119993280714725
METRN,EPHB2,Human,Endocrine_cells,mDCs_A,0.2,1.0,0.022,0.978,0.9085647464445624,0.942643263394367,L,11.883697142017578,3.722675552611195,11.432405884659108,3.5717535898339787,0.000491724921583851
S100A8,MRC1,Human,Endocrine_cells,mDCs_A,0.2,1.0,0.002,0.998,0.9944220108646364,0.9962093990938387,R,12.43295946771731,3.005974361618889,11.969563610932614,0.9962578348231995,0.0070002786650418475
LAMC1,MRC1,Human,Endocrine_cells,mDCs_A,0.2,1.0,0.028,0.972,0.9944220108646364,0.9831470869409249,R,12.44716216911806,3.005974361618889,11.967797405367884,0.9962578348231995,0.006777010635805571
NPNT,MRC1,Human,Endocrine_cells,mDCs_A,0.2,1.0,0.008,0.992,0.9944220108646364,0.9932102671527915,R,12.063955403897017,3.005974361618889,11.598695902140904,0.9962578348231995,0.007073750738789147
PTEN,FGFR2,Human,pDCs,mDCs_A,0.5,1.0,0.04,0.96,0.8912379251484461,0.9249802204060951,L,12.089016429460468,13.687268777031667,11.845951536582893,13.687268777031667,0.4965749898420789
LGALS1,MRC1,Human,pDCs,mDCs_A,0.5,1.0,0.003,0.997,0.8484148512107131,0.9197116975754309,R,12.644361953855842,13.689746500987596,12.203553820810974,13.689746500987596,0.4901975970149154
HLA-B,CLEC7A,Human,Macrophages_A,mDCs_A,0.5555555555555556,5.0,0.0,1.0,0.9783655030375652,0.989123603518572,R,12.308227497001665,11.614843398603236,11.913530795360995,9.972688281690502,0.19433779309348903
HLA-A,CLEC7A,Human,Macrophages_A,mDCs_A,0.6666666666666666,6.0,0.0,1.0,0.9783655030375652,0.989123603518572,R,12.327328786072167,11.88698128342963,11.922867299261135,10.085389807510694,0.3049714053131576
HLA-C,CLEC7A,Human,Macrophages_A,mDCs_A,0.5555555555555556,5.0,0.0,1.0,0.9783655030375652,0.989123603518572,R,12.267914238782128,11.614843398603236,11.859254792522652,9.972688281690502,0.2027427669471104
B2M,CLEC7A,Human,Macrophages_A,mDCs_A,0.6666666666666666,6.0,0.0,1.0,0.9783655030375652,0.989123603518572,R,12.332126474952615,11.88698128342963,11.940846681566825,10.085389807510694,0.30553167043216445
MICB,CLEC7A,Human,Macrophages_A,mDCs_A,0.1111111111111111,1.0,0.006,0.994,0.9783655030375652,0.9861517682483462,R,12.5284766074811,8.947140515414125,12.188496746124505,7.05037012064961,0.07392883753605647
MICB,FCGR2B,Human,Macrophages_A,mDCs_A,0.1111111111111111,1.0,0.003,0.997,0.6847766322844028,0.8262701146644175,R,12.716804940335798,0.45363853433920376,12.421137080687307,0.45363853433920376,0.042206000559265315
EREG,MRC1,Human,Macrophages_A,mDCs_A,0.2222222222222222,2.0,0.0,1.0,0.999999999999035,0.9999999999995175,R,12.153350390951285,12.782828942889067,11.674880824863484,11.655722679493895,0.5582634253266205
S100A9,MRC1,Human,Macrophages_A,mDCs_A,0.5555555555555556,5.0,0.0,1.0,0.999999999999035,0.9999999999995175,R,12.335937793064005,12.800198714094368,11.919914892799305,13.8425661608147,0.6474682126946324
GSTP1,MRC1,Human,Macrophages_A,mDCs_A,0.2222222222222222,2.0,0.003,0.997,0.999999999999035,0.9984988733088475,R,12.383237169074416,11.791613162245524,11.897225384941256,12.678288951915444,0.3990822209009557
LGALS1,MRC1,Human,Macrophages_A,mDCs_A,0.4444444444444444,4.0,0.0,1.0,0.999999999999035,0.9999999999995175,R,12.644361953855842,12.743799303374916,12.203553820810974,12.678288951915444,0.5136912542531626
AREG,MRC1,Human,Macrophages_A,mDCs_A,0.2222222222222222,2.0,0.0,1.0,0.999999999999035,0.9999999999995175,R,12.339263290061632,13.111324586793524,11.934591929626707,14.655763043263747,0.6967152851813185
IL1RN,MRC1,Human,Macrophages_A,mDCs_A,0.6666666666666666,6.0,0.0,1.0,0.999999999999035,0.9999999999995175,R,12.424619912607039,12.614239506090072,12.00746115833714,13.8425661608147,0.5643501556901236
LAMB2,MRC1,Human,Macrophages_A,mDCs_A,0.2222222222222222,2.0,0.0,1.0,0.999999999999035,0.9999999999995175,R,12.41871955640087,11.791613162245524,11.937698011570543,12.678288951915444,0.3913797735176514
