ligand,receptor,species,cell_sender,cell_receiver,co_exp_value,co_exp_number,co_exp_p,lr_score,rt_score,score,type,all_pair_mean,sender_receiver_pair_mean,all_pair_median,sender_receiver_pair_median,p_value
SEMA3A,PLXNA3,Human,Endothelial_cells,Fibroblasts,0.034482758620689655,7.0,0.0,1.0,0.9419488062420825,0.9705404712025576,LRDB,12.170261129491266,13.500707700642009,11.508917067230964,13.2271103732971,0.999998210171985
SEMA3F,NRP1,Human,Endothelial_cells,Fibroblasts,0.08866995073891626,18.0,0.0,1.0,0.9999999950190592,0.9999999975095296,LRDB,12.04991144056818,14.466576602316005,11.687499790782496,14.52658085674026,1.0
FGF2,NRP1,Human,Endothelial_cells,Fibroblasts,0.019704433497536946,4.0,0.01,0.99,0.9999999950190592,0.9949874346286331,LRDB,12.405294390570067,15.553994967856507,12.088121887360256,15.33067559920605,1.0
SEMA3A,NRP1,Human,Endothelial_cells,Fibroblasts,0.019704433497536946,4.0,0.0,1.0,0.9999999950190592,0.9999999975095296,LRDB,12.483311446241537,11.045859179572137,12.096028900533222,11.447772772413586,2.3149355906577842e-07
VEGFB,NRP1,Human,Endothelial_cells,Fibroblasts,0.054187192118226604,11.0,0.0,1.0,0.9999999950190592,0.9999999975095296,LRDB,12.199333310520338,12.655852541920192,11.921520403454586,12.381519440857709,0.9912805096970416
GRN,TNFRSF1A,Human,Endothelial_cells,Fibroblasts,0.17733990147783252,36.0,0.0,1.0,0.9955734056586165,0.9977842480509584,LRDB,12.098771626731056,14.331614270492372,11.658335744580363,14.49833115611837,1.0
MMP2,FGFR1,Human,Endothelial_cells,Fibroblasts,0.20689655172413793,42.0,0.0,1.0,1.0,1.0,LRDB,12.406869419958205,14.014784894369493,11.888113716616381,13.896795496647002,1.0
FGF2,FGFR1,Human,Endothelial_cells,Fibroblasts,0.054187192118226604,11.0,0.0,1.0,1.0,1.0,LRDB,11.808013129814551,14.378640657404112,11.192133888789106,14.240884945642668,1.0
FGF11,FGFR1,Human,Endothelial_cells,Fibroblasts,0.029556650246305417,6.0,0.0,1.0,1.0,1.0,LRDB,12.189622835070908,14.044100746404308,11.8429655773404,14.101541062554542,1.0
HSPG2,FGFR1,Human,Endothelial_cells,Fibroblasts,0.41379310344827586,84.0,0.0,1.0,1.0,1.0,LRDB,12.158705205158434,14.277233863776006,11.614955443283097,14.235100208062068,1.0
TGFB1,TGFBR2,Human,Endothelial_cells,Fibroblasts,0.04926108374384237,10.0,0.0,1.0,0.9998634735971511,0.9999317344684842,LRDB,12.593894673738575,13.66254531910563,12.211906625149213,13.43392594434755,0.9999999999748652
TGFB3,TGFBR2,Human,Endothelial_cells,Fibroblasts,0.07881773399014778,16.0,0.0,1.0,0.9998634735971511,0.9999317344684842,LRDB,12.30578248447381,13.63749458369947,11.9037366369867,13.413232493133991,1.0
LAMB1,ITGAV,Human,Endothelial_cells,Fibroblasts,0.08866995073891626,18.0,0.0,1.0,1.0,1.0,LRDB,12.518765490812685,13.512813554056002,12.049831554898308,13.37077811239837,0.9999999999911883
SERPINE1,ITGAV,Human,Endothelial_cells,Fibroblasts,0.07881773399014778,16.0,0.0,1.0,1.0,1.0,LRDB,12.255215769291997,14.195649010675027,11.721164945134099,14.33100755040885,1.0
LAMA4,ITGAV,Human,Endothelial_cells,Fibroblasts,0.059113300492610835,12.0,0.0,1.0,1.0,1.0,LRDB,12.457095807836097,14.673191432883174,11.99973045555814,15.260087006117018,1.0
LAMC1,ITGAV,Human,Endothelial_cells,Fibroblasts,0.09359605911330049,19.0,0.002,0.998,1.0,0.9989994994993742,LRDB,12.15993806422042,14.387227142537888,11.627593049040236,14.583877018996674,1.0
EDIL3,ITGAV,Human,Endothelial_cells,Fibroblasts,0.04926108374384237,10.0,0.0,1.0,1.0,1.0,LRDB,13.841757554030979,13.25155507803298,13.614515876567758,12.067886572691021,6.158857770360292e-06
NID1,ITGAV,Human,Endothelial_cells,Fibroblasts,0.09852216748768473,20.0,0.0,1.0,1.0,1.0,LRDB,12.715978576741177,13.358903089672939,12.274033743257672,12.707095204957701,0.999436202596862
PDGFB,ITGAV,Human,Endothelial_cells,Fibroblasts,0.054187192118226604,11.0,0.0,1.0,1.0,1.0,LRDB,12.282888900034036,13.466558475387533,11.868739144889801,13.619899632204007,0.9999999999928206
ADAM15,ITGAV,Human,Endothelial_cells,Fibroblasts,0.10837438423645321,22.0,0.0,1.0,1.0,1.0,LRDB,12.333873254440398,14.24200074746002,11.93044030022543,14.315203922551508,1.0
COL4A1,ITGAV,Human,Endothelial_cells,Fibroblasts,0.12315270935960591,25.0,0.0,1.0,1.0,1.0,LRDB,12.965138757424125,13.58512245996367,12.62609972911231,13.283857999036208,0.9999895870533485
FN1,ITGAV,Human,Endothelial_cells,Fibroblasts,0.054187192118226604,11.0,0.0,1.0,1.0,1.0,LRDB,12.5106691694605,14.386366942499903,12.002771951531138,14.654563945105203,1.0
LAMB1,ITGB1,Human,Endothelial_cells,Fibroblasts,0.07389162561576355,15.000000000000002,0.016,0.984,0.9999999707176057,0.9919677268873842,LRDB,12.388931838691914,14.589383183842788,11.94810094215891,14.767995248087455,1.0
LAMA4,ITGB1,Human,Endothelial_cells,Fibroblasts,0.06896551724137931,14.0,0.0,1.0,0.9999999707176057,0.9999999853588027,LRDB,12.387745018597215,13.138487514319673,11.945429021936578,12.884498589820224,0.9999689136521195
LAMC1,ITGB1,Human,Endothelial_cells,Fibroblasts,0.10344827586206896,21.0,0.047,0.953,0.9999999707176057,0.976217174656274,LRDB,12.100124733241895,12.66155705150065,11.612028153014696,12.330126301268656,0.9999899582957115
NID1,ITGB1,Human,Endothelial_cells,Fibroblasts,0.08866995073891626,18.0,0.0,1.0,0.9999999707176057,0.9999999853588027,LRDB,12.614827399904645,15.213414993381251,12.187830769502646,15.361651996382784,1.0
CD14,ITGB1,Human,Endothelial_cells,Fibroblasts,0.09852216748768473,20.0,0.0,1.0,0.9999999707176057,0.9999999853588027,LRDB,12.314191285837458,11.183423679468746,11.956493737944935,10.53711663234069,1.467759836250541e-29
COL4A5,ITGB1,Human,Endothelial_cells,Fibroblasts,0.06403940886699508,13.000000000000002,0.0,1.0,0.9999999707176057,0.9999999853588027,LRDB,11.272091900357298,9.008953963074427,10.782927556446975,8.230771674852827,4.022579462992202e-39
FN1,ITGB1,Human,Endothelial_cells,Fibroblasts,0.07389162561576355,15.000000000000002,0.0,1.0,0.9999999707176057,0.9999999853588027,LRDB,12.471194782609173,13.001485469744402,11.952401579473548,12.576408099311362,0.9991449934754257
ADAM15,ITGB1,Human,Endothelial_cells,Fibroblasts,0.1477832512315271,30.000000000000004,0.0,1.0,0.9999999707176057,0.9999999853588027,LRDB,12.24196270152339,13.644984462163311,11.857571610411203,13.134580305692392,1.0
HSPG2,ITGB1,Human,Endothelial_cells,Fibroblasts,0.12807881773399016,26.000000000000004,0.005,0.995,0.9999999707176057,0.9974968525584518,LRDB,12.386117738867425,14.754202489399448,11.989584606789034,14.811637990645274,1.0
COL4A1,ITGB1,Human,Endothelial_cells,Fibroblasts,0.08866995073891626,18.0,0.0,1.0,0.9999999707176057,0.9999999853588027,LRDB,12.95830845575112,14.988644767626432,12.603506379916514,15.129819407760635,1.0
VEGFC,ITGB1,Human,Endothelial_cells,Fibroblasts,0.034482758620689655,7.0,0.0,1.0,0.9999999707176057,0.9999999853588027,LRDB,13.617872338514735,16.14303490969228,13.577016973464428,16.44212511059986,1.0
LAMB1,ITGA1,Human,Endothelial_cells,Fibroblasts,0.13793103448275862,28.0,0.0,1.0,0.9035123045586501,0.9505326425529268,LRDB,12.557919012400488,14.359654032530297,12.135348603253075,14.447989236850896,1.0
LAMC1,ITGA1,Human,Endothelial_cells,Fibroblasts,0.24630541871921183,50.0,0.0,1.0,0.9035123045586501,0.9505326425529268,LRDB,12.250063119988672,13.07602866379068,11.757904563303132,12.717849291425802,1.0
COL8A1,ITGA1,Human,Endothelial_cells,Fibroblasts,0.024630541871921183,5.0,0.0,1.0,0.9035123045586501,0.9505326425529268,LRDB,12.775244856112417,12.071522126550772,12.368311775061127,11.976844880964464,4.776731594077682e-05
SEMA7A,ITGA1,Human,Endothelial_cells,Fibroblasts,0.04433497536945813,9.0,0.0,1.0,0.9035123045586501,0.9505326425529268,LRDB,12.191351501916651,12.505288445824199,11.656551428514646,11.837336636529558,0.9236825598801738
SORBS1,ITGA1,Human,Endothelial_cells,Fibroblasts,0.034482758620689655,7.0,0.0,1.0,0.9035123045586501,0.9505326425529268,LRDB,12.706334212274115,15.047038617819327,12.5773601922406,15.21866384416261,1.0
COL4A5,ITGA1,Human,Endothelial_cells,Fibroblasts,0.08866995073891626,18.0,0.0,1.0,0.9035123045586501,0.9505326425529268,LRDB,11.024199965707332,10.43709402715881,10.460194843676202,9.44619999504056,1.6057460422603916e-10
COL6A2,ITGA1,Human,Endothelial_cells,Fibroblasts,0.07881773399014778,16.0,0.0,1.0,0.9035123045586501,0.9505326425529268,LRDB,12.445024524286406,13.98797604615469,11.997694886149366,13.974422499395686,1.0
COL4A1,ITGA1,Human,Endothelial_cells,Fibroblasts,0.19704433497536947,40.0,0.0,1.0,0.9035123045586501,0.9505326425529268,LRDB,13.235847381651508,14.690486969575241,13.014179445511747,14.85380631840929,1.0
LAMB1,ITGA2,Human,Endothelial_cells,Fibroblasts,0.07389162561576355,15.000000000000002,0.03,0.97,0.9999999999906102,0.9848857801749865,LRDB,12.34160511225774,14.589383183842788,11.875462355732136,14.767995248087455,1.0
LAMC1,ITGA2,Human,Endothelial_cells,Fibroblasts,0.10344827586206896,21.0,0.043,0.957,0.9999999999906102,0.9782637681070551,LRDB,11.94305578917896,12.66155705150065,11.417219155296976,12.330126301268656,0.9999999948317242
COL4A5,ITGA2,Human,Endothelial_cells,Fibroblasts,0.06403940886699508,13.000000000000002,0.0,1.0,0.9999999999906102,0.9999999999953051,LRDB,11.062829897409053,9.008953963074427,10.595759115069264,8.230771674852827,2.129501576208803e-34
HSPG2,ITGA2,Human,Endothelial_cells,Fibroblasts,0.12807881773399016,26.000000000000004,0.006,0.994,0.9999999999906102,0.9969954864444805,LRDB,12.250957921614804,14.754202489399448,11.809306216012056,14.811637990645274,1.0
COL4A1,ITGA2,Human,Endothelial_cells,Fibroblasts,0.08866995073891626,18.0,0.0,1.0,0.9999999999906102,0.9999999999953051,LRDB,12.932501541752778,14.988644767626432,12.553069901665749,15.129819407760635,1.0
FN1,ITGA2,Human,Endothelial_cells,Fibroblasts,0.07389162561576355,15.000000000000002,0.0,1.0,0.9999999999906102,0.9999999999953051,LRDB,12.354669822606693,13.001485469744402,11.813968066890563,12.576408099311362,0.9999501341678093
PDAP1,PDGFRB,Human,Endothelial_cells,Fibroblasts,0.06896551724137931,14.0,0.0,1.0,0.999588813593522,0.9997943856581323,LRDB,12.506815914104143,13.693931845561908,12.04391899831134,13.749403591408907,1.0
PDGFB,PDGFRB,Human,Endothelial_cells,Fibroblasts,0.22167487684729065,45.0,0.0,1.0,0.999588813593522,0.9997943856581323,LRDB,12.639199096274467,13.896120302322648,12.123732162631605,13.853519389981,1.0
HBEGF,PRLR,Human,Endothelial_cells,Fibroblasts,0.034482758620689655,7.0,0.0,1.0,0.9995924250463317,0.9997961917542654,LRDB,12.066936388321633,13.724148061942786,11.481595498089721,13.495645055737073,0.9999999999995717
INHBA,ACVR1,Human,Endothelial_cells,Fibroblasts,0.034482758620689655,7.0,0.001,0.999,0.9995521103039183,0.9992760170211303,LRDB,12.44037809191522,13.500707700642009,12.001423981796197,13.2271103732971,0.9997615048217142
INHBB,ACVR1,Human,Endothelial_cells,Fibroblasts,0.15763546798029557,32.0,0.0,1.0,0.9995521103039183,0.9997760300706946,LRDB,12.634390457388093,14.296308295756774,12.30360927577408,14.32996514611326,1.0
BMP4,BMPR2,Human,Endothelial_cells,Fibroblasts,0.029556650246305417,6.0,0.021,0.979,0.9997977602132765,0.989344230917024,LRDB,12.336285064896689,14.47559422851888,11.976272033721578,14.566283738093535,1.0
GDF11,BMPR2,Human,Endothelial_cells,Fibroblasts,0.034482758620689655,7.0,0.0,1.0,0.9997977602132765,0.9998988749935048,LRDB,12.620989530716482,13.64380803307465,12.139959245777536,13.47370055630279,0.9999999099236881
BMP1,BMPR2,Human,Endothelial_cells,Fibroblasts,0.029556650246305417,6.0,0.034,0.966,0.9997977602132765,0.9827535990094491,LRDB,12.632031148576205,14.48436084614055,12.265577315371234,14.66051339933579,1.0
RGMB,BMPR2,Human,Endothelial_cells,Fibroblasts,0.014778325123152709,3.0,0.001,0.999,0.9997977602132765,0.9993988005061158,LRDB,12.526867545502482,14.12395973645775,12.03215021096385,13.991014202603939,0.9999999999999999
BMP4,BMPR1A,Human,Endothelial_cells,Fibroblasts,0.019704433497536946,4.0,0.008,0.992,0.9999999995541182,0.9959919676170512,LRDB,12.145647106741267,15.553994967856507,11.739606538194371,15.33067559920605,1.0
GDF11,BMPR1A,Human,Endothelial_cells,Fibroblasts,0.014778325123152709,3.0,0.002,0.998,0.9999999995541182,0.9989994992766563,LRDB,12.262232469794203,13.059523994292354,11.622108027228274,11.709084576834368,0.9870618874620367
JAG1,NOTCH2,Human,Endothelial_cells,Fibroblasts,0.16748768472906403,34.0,0.0,1.0,0.999999901779857,0.9999999508899273,LRDB,12.239987305861428,13.648321874883203,11.888026743052958,13.377560818344367,1.0
DLL1,NOTCH2,Human,Endothelial_cells,Fibroblasts,0.09852216748768473,20.0,0.0,1.0,0.999999901779857,0.9999999508899273,LRDB,12.808893873271575,14.308550125748381,12.550900857642667,14.416292116094143,1.0
MFNG,NOTCH2,Human,Endothelial_cells,Fibroblasts,0.10344827586206896,21.0,0.0,1.0,0.999999901779857,0.9999999508899273,LRDB,12.813859566844293,14.584949548613316,12.646487159727648,14.674416077280856,1.0
PSEN1,NOTCH2,Human,Endothelial_cells,Fibroblasts,0.03940886699507389,8.0,0.006,0.994,0.999999901779857,0.9969954374866405,LRDB,12.099102111828675,14.606982394699065,11.761344910746333,14.65045832329582,1.0
APP,NOTCH2,Human,Endothelial_cells,Fibroblasts,0.3497536945812808,71.0,0.0,1.0,0.999999901779857,0.9999999508899273,LRDB,12.21542375461691,14.054017557138183,11.876130585929609,13.899037960033827,1.0
JAG2,NOTCH2,Human,Endothelial_cells,Fibroblasts,0.11822660098522167,24.0,0.0,1.0,0.999999901779857,0.9999999508899273,LRDB,12.73235339658501,14.389826284834891,12.35003236617069,14.434754293839436,1.0
JAG1,NOTCH3,Human,Endothelial_cells,Fibroblasts,0.18226600985221675,37.0,0.0,1.0,0.9999991795248883,0.99999958976236,LRDB,12.023613824477843,13.286418189139729,11.570342002525773,12.77298167074667,1.0
DLL1,NOTCH3,Human,Endothelial_cells,Fibroblasts,0.08866995073891626,18.0,0.0,1.0,0.9999991795248883,0.99999958976236,LRDB,13.073506641100398,14.809178589119902,12.841720744711825,15.034646728983468,1.0
PSEN1,NOTCH3,Human,Endothelial_cells,Fibroblasts,0.034482758620689655,7.0,0.0,1.0,0.9999991795248883,0.99999958976236,LRDB,12.170936304674083,15.679106892105585,11.846019208437458,15.756949472699587,1.0
JAG2,NOTCH3,Human,Endothelial_cells,Fibroblasts,0.10837438423645321,22.0,0.0,1.0,0.9999991795248883,0.99999958976236,LRDB,12.917965878993858,14.692522410511359,12.46242539077084,14.813116832567214,1.0
IL1RN,IL1R1,Human,Endothelial_cells,Fibroblasts,0.06403940886699508,13.000000000000002,0.003,0.997,0.9987206032654611,0.9978599307796985,LRDB,12.169382778636388,12.052778361320778,11.71715073884927,11.454236009320997,0.06972546721744798
ADAM10,GPNMB,Human,Endothelial_cells,Fibroblasts,0.12807881773399016,26.000000000000004,0.0,1.0,1.0,1.0,LRDB,12.588847109444671,13.647671444958222,12.081704758600617,13.432055237481352,1.0
ADAM10,AXL,Human,Endothelial_cells,Fibroblasts,0.04926108374384237,10.0,0.019,0.981,0.9999951550283666,0.9904520417884086,LRDB,12.110653039779407,15.700524497742672,11.702502467142532,15.910221119458214,1.0
GAS6,AXL,Human,Endothelial_cells,Fibroblasts,0.1724137931034483,35.0,0.0,1.0,0.9999951550283666,0.9999975775112491,LRDB,12.150281460740036,12.899257870501673,11.91257056206561,12.176930614160382,0.9999999997884497
PROS1,AXL,Human,Endothelial_cells,Fibroblasts,0.07881773399014778,16.0,0.0,1.0,0.9999951550283666,0.9999975775112491,LRDB,12.32924427450276,14.278892871687326,11.925660817130389,14.412240465091351,1.0
CDH1,PTPRM,Human,Endothelial_cells,Fibroblasts,0.06403940886699508,13.000000000000002,0.016,0.984,0.7416874774528204,0.8542953106587764,LRDB,12.018747601637438,9.008953963074427,11.585157106017892,8.230771674852827,6.851816987495232e-63
TIMP3,CD44,Human,Endothelial_cells,Fibroblasts,0.12315270935960591,25.0,0.0,1.0,0.7429627821935743,0.8619528886160625,LRDB,12.476305562936222,14.446855218090924,12.147225354212008,14.471765100696679,1.0
FN1,CD44,Human,Endothelial_cells,Fibroblasts,0.07389162561576355,15.000000000000002,0.001,0.999,0.7429627821935743,0.8615218043737377,LRDB,12.449101237391588,13.001485469744402,12.079442074331357,12.576408099311362,0.998881726828535
VIM,CD44,Human,Endothelial_cells,Fibroblasts,0.1625615763546798,33.0,0.0,1.0,0.7429627821935743,0.8619528886160625,LRDB,12.377883103795416,13.918235757604377,12.027014608052646,13.81576604359211,1.0
IGFBP4,FZD8,Human,Endothelial_cells,Fibroblasts,0.09359605911330049,19.0,0.0,1.0,0.6601079863934054,0.8124702987761494,LRDB,12.428737820168035,15.12762518374702,12.064768249021913,15.143334080033313,1.0
APP,NCSTN,Human,Endothelial_cells,Fibroblasts,0.4975369458128079,101.0,0.0,1.0,0.9914327295998059,0.9957071505215808,LRDB,12.271283823549075,14.041237482698394,11.914390405722015,13.850952514325565,1.0
PSEN1,NCSTN,Human,Endothelial_cells,Fibroblasts,0.054187192118226604,11.0,0.025,0.975,0.9914327295998059,0.9831820336844092,LRDB,12.117773415665738,14.689763179668358,11.790183894473593,14.690000882376996,1.0
FABP5,RXRA,Human,Endothelial_cells,Fibroblasts,0.06403940886699508,13.000000000000002,0.0,1.0,0.6526502473371901,0.8078677164840727,LRDB,12.177891781008567,11.79247852851341,11.672083852590745,10.852035591655046,0.0001511019649965118
CXCL8,SDC1,Human,Endothelial_cells,Fibroblasts,0.09852216748768473,20.0,0.001,0.999,0.8024023019166939,0.8953211153629613,LRDB,11.707032730243403,9.964122356711501,11.20378816932462,9.489053511413527,1.1217443215101391e-54
HMGB1,SDC1,Human,Endothelial_cells,Fibroblasts,0.1625615763546798,33.0,0.001,0.999,0.8024023019166939,0.8953211153629613,LRDB,11.972330314975073,13.871092597704836,11.494661998652312,13.636277205985353,1.0
HSPG2,SDC1,Human,Endothelial_cells,Fibroblasts,0.12807881773399016,26.000000000000004,0.0,1.0,0.8024023019166939,0.895769111946094,LRDB,12.198328126583132,14.754202489399448,11.736250388531639,14.811637990645274,1.0
SEMA4C,PLXNB2,Human,Endothelial_cells,Fibroblasts,0.14285714285714285,29.0,0.0,1.0,0.7975288479284921,0.8930447065676456,LRDB,12.083036400266272,13.71212825062109,11.703146792918641,13.191208603084409,1.0
GNAI2,EDNRA,Human,Endothelial_cells,Fibroblasts,0.10837438423645321,22.0,0.0,1.0,0.7897407183981765,0.8886735724652649,LRDB,12.520721961217703,15.06090757517464,12.124809414955227,15.170922558431265,1.0
EDN1,EDNRA,Human,Endothelial_cells,Fibroblasts,0.014778325123152709,3.0,0.004,0.996,0.7897407183981765,0.8868944444095834,LRDB,11.857078385190261,15.374426306075044,11.393583349525374,15.493060335297356,1.0
GNAI2,F2R,Human,Endothelial_cells,Fibroblasts,0.2660098522167488,54.0,0.0,1.0,0.6895612378764906,0.830398240530705,LRDB,12.562588186142666,14.027607219469711,12.062376176261958,13.905239443072723,1.0
EFNA5,EPHA2,Human,Endothelial_cells,Fibroblasts,0.06403940886699508,13.000000000000002,0.007,0.993,0.9974996352599983,0.9952472747077373,LRDB,11.764175680065023,9.008953963074427,11.36185323118027,8.230771674852827,3.2633911458707e-56
CTHRC1,FZD3,Human,Endothelial_cells,Fibroblasts,0.11330049261083744,23.0,0.0,1.0,0.7959888103428354,0.8921820500003547,LRDB,12.414186702628108,14.177269618457407,12.011181851493534,14.144283047283373,1.0
RTN4,NGFR,Human,Endothelial_cells,Fibroblasts,0.08866995073891626,18.0,0.0,1.0,0.9548247224709393,0.9771513303838558,LRDB,13.251930307560416,14.947122607487163,12.950002651132696,15.028084350902194,1.0
APP,NGFR,Human,Endothelial_cells,Fibroblasts,0.17733990147783252,36.0,0.0,1.0,0.9548247224709393,0.9771513303838558,LRDB,13.038036229077122,13.922210530242737,12.766691911587074,13.822408956426353,1.0
PDGFB,PDGFRA,Human,Endothelial_cells,Fibroblasts,0.18226600985221675,37.0,0.0,1.0,0.954929914759209,0.9772051548979922,LRDB,12.635590497605142,13.843018567577083,12.102188549019651,13.861378290730165,1.0
IGF2,IGF1R,Human,Endothelial_cells,Fibroblasts,0.034482758620689655,7.0,0.013,0.987,0.9795974116495645,0.9832917396673889,LRDB,12.236017288353125,13.749962770417945,11.771199007841183,13.298146943224943,0.9999999999998453
GNAI2,IGF1R,Human,Endothelial_cells,Fibroblasts,0.2660098522167488,54.0,0.0,1.0,0.9795974116495645,0.9897461349505562,LRDB,12.140260369573335,14.027607219469711,11.67517927774469,13.905239443072723,1.0
PLAU,ITGA5,Human,Endothelial_cells,Fibroblasts,0.1625615763546798,33.0,0.0,1.0,0.936571209654868,0.967766092428779,LRDB,12.773001025281058,12.908961270088918,12.340875903122525,12.560025624673763,0.8866470464379084
SPP1,ITGA5,Human,Endothelial_cells,Fibroblasts,0.1330049261083744,27.0,0.0,1.0,0.936571209654868,0.967766092428779,LRDB,12.206160094546386,14.046712421008875,11.988659596225435,14.047967081193004,1.0
FBN1,ITGA5,Human,Endothelial_cells,Fibroblasts,0.1330049261083744,27.0,0.0,1.0,0.936571209654868,0.967766092428779,LRDB,13.00567371635218,14.040974917451729,12.609517633180367,14.060442544263562,1.0
COL18A1,ITGA5,Human,Endothelial_cells,Fibroblasts,0.24630541871921183,50.0,0.0,1.0,0.936571209654868,0.967766092428779,LRDB,12.73547395157863,14.354775065114627,12.323052378203377,14.335715154303546,1.0
ADAM15,ITGA5,Human,Endothelial_cells,Fibroblasts,0.4876847290640394,99.0,0.0,1.0,0.936571209654868,0.967766092428779,LRDB,12.641738103728327,13.955596043761197,12.290059075751532,13.745315795212669,1.0
ADAM17,ITGA5,Human,Endothelial_cells,Fibroblasts,0.07881773399014778,16.0,0.0,1.0,0.936571209654868,0.967766092428779,LRDB,12.562737189339595,14.607891481436464,12.125358438049938,14.770244932640702,1.0
FN1,ITGA5,Human,Endothelial_cells,Fibroblasts,0.15763546798029557,32.0,0.0,1.0,0.936571209654868,0.967766092428779,LRDB,12.911446239633442,13.840689206929087,12.507326184972761,13.639402456230668,1.0
PLAU,MRC2,Human,Endothelial_cells,Fibroblasts,0.1724137931034483,35.0,0.0,1.0,0.9994828532875147,0.9997413932050202,LRDB,12.457474562795085,12.749877252255358,11.793450513675651,12.335034843604376,0.9989869827043455
LGALS9,MRC2,Human,Endothelial_cells,Fibroblasts,0.2561576354679803,52.00000000000001,0.0,1.0,0.9994828532875147,0.9997413932050202,LRDB,12.515386922280838,14.100873479900578,12.02647479986293,14.124685271441646,1.0
GRN,TNFRSF1A,Human,mDCs_A,Fibroblasts,0.2830188679245283,15.0,0.0,1.0,0.9999999120999192,0.9999999560499586,LRDB,12.098771626731056,14.0376664649606,11.658335744580363,13.82708816089505,0.9999999999999515
TNF,TNFRSF1A,Human,mDCs_A,Fibroblasts,0.03773584905660377,2.0,0.003,0.997,0.9999999120999192,0.9984988294252626,LRDB,11.807463280501592,11.99805251424864,11.747615082860944,13.207610462558574,0.6894809591368614
LTB,TNFRSF1A,Human,mDCs_A,Fibroblasts,0.05660377358490566,3.0,0.005,0.995,0.9999999120999192,0.9974968233229716,LRDB,12.39280534372524,14.25435659388911,11.933510338923359,15.797517149020255,0.9960308857947594
OSM,IL6ST,Human,mDCs_A,Fibroblasts,0.07547169811320754,4.0,0.0,1.0,1.0,1.0,LRDB,12.316750275217993,11.514793967838505,11.873653789987111,11.774557340269554,0.04114677914844602
EBI3,IL6ST,Human,mDCs_A,Fibroblasts,0.018867924528301886,1.0,0.045,0.955,1.0,0.9772410142846032,LRDB,11.32702909012431,9.522262724476684,11.080019327064537,9.56959580491991,0.012341164321794317
OSM,OSMR,Human,mDCs_A,Fibroblasts,0.03773584905660377,2.0,0.023,0.977,0.9944845544617633,0.985703510042012,LRDB,12.354532877711426,15.46245725586146,11.876341413046983,15.723996872761207,0.9999995734691249
LGALS1,ITGB1,Human,mDCs_A,Fibroblasts,0.1509433962264151,8.0,0.006,0.994,0.9999222245472812,0.9969567148076177,LRDB,12.403005227492258,11.805975137036029,11.955631174115569,11.477907778919938,0.027283521038555605
TGFB1,ITGB1,Human,mDCs_A,Fibroblasts,0.1509433962264151,8.0,0.0,1.0,0.9999222245472812,0.9999611115174836,LRDB,12.434807263406418,13.694237697964832,12.068720138744013,12.454592877877765,0.9331964918027149
F13A1,ITGB1,Human,mDCs_A,Fibroblasts,0.05660377358490566,3.0,0.029,0.971,0.9999222245472812,0.9853550020350077,LRDB,12.293632232282043,14.479132255464886,11.898963863483466,13.924688559322723,0.9997446428845017
CD14,ITGB1,Human,mDCs_A,Fibroblasts,0.1509433962264151,8.0,0.0,1.0,0.9999222245472812,0.9999611115174836,LRDB,12.314191285837458,14.454470063700711,11.956493737944935,14.07498325168266,0.9999999199857362
ADAM17,ITGB1,Human,mDCs_A,Fibroblasts,0.11320754716981132,6.0,0.008,0.992,0.9999222245472812,0.9959532352228707,LRDB,12.079634992498285,10.864673466920216,11.623515999168548,10.644749648753853,0.0019410993305896975
SPP1,ITGB1,Human,mDCs_A,Fibroblasts,0.1509433962264151,8.0,0.007,0.993,0.9999222245472812,0.9964551013344506,LRDB,11.841715684244898,14.332341380546785,11.504035006362423,13.886703919648744,0.9999999843860955
TGFB1,SMAD3,Human,mDCs_A,Fibroblasts,0.07547169811320754,4.0,0.003,0.997,0.653532449423907,0.8072000074799525,LRDB,12.31682112543517,15.949045698101731,11.962352960743516,16.76606932698187,0.999999999999751
MTMR4,SMAD3,Human,mDCs_A,Fibroblasts,0.07547169811320754,4.0,0.0,1.0,0.653532449423907,0.8084135386198743,LRDB,11.993918089713729,15.51583537129954,11.362510478442118,17.066178264411967,0.9999999932493954
TGFB1,TGFBR2,Human,mDCs_A,Fibroblasts,0.41509433962264153,22.0,0.0,1.0,0.9884497188829287,0.9942080863093644,LRDB,12.593894673738575,14.750167731181227,12.211906625149213,14.592976164513324,1.0
TGFB1,ITGAV,Human,mDCs_A,Fibroblasts,0.11320754716981132,6.0,0.0,1.0,1.0,1.0,LRDB,12.539935806902415,14.69893581240129,12.147266639392157,14.592976164513324,0.9999999654534368
SPP1,ITGAV,Human,mDCs_A,Fibroblasts,0.1320754716981132,7.0,0.002,0.998,1.0,0.9989994994993742,LRDB,11.929115175374065,13.978520960531846,11.621938115491277,13.833091586854902,0.9999999981086365
PDGFB,ITGAV,Human,mDCs_A,Fibroblasts,0.05660377358490566,3.0,0.007,0.993,1.0,0.9964938534682489,LRDB,12.282888900034036,14.685891380937008,11.868739144889801,13.833091586854902,0.9979588316514465
CALR,ITGAV,Human,mDCs_A,Fibroblasts,0.1509433962264151,8.0,0.013,0.987,1.0,0.9934787365615834,LRDB,12.256253809513884,14.167000030065712,11.819375969978635,13.970234872374949,0.9999999394946673
