ligand,receptor,type,species
SPINK8,RAMP2,L,Human
SPINK8,RAMP3,L,Human
SPINK8,ITGA2,L,Human
SPINK8,CALCR,L,Human
SPINK8,VIPR1,L,Human
SPINK8,ADCYAP1R1,L,Human
SPINK8,CALCRL,L,Human
SPINK8,GPR84,L,Human
SPINK9,RAMP3,L,Human
SPINK9,VIPR1,L,Human
SPINK9,ADCYAP1R1,L,Human
SPINT3,RAMP3,L,Human
SPINT3,VIPR1,L,Human
SPINT3,ADCYAP1R1,L,Human
SPOCK2,FGFR1,L,Human
SPOCK2,FGFR2,L,Human
SPOCK2,FGFR3,L,Human
SPOCK2,NRXN2,L,Human
SPOCK2,NRXN3,L,Human
SRGN,RAMP3,L,Human
SRGN,TSHR,L,Human
SRGN,VIPR1,L,Human
SRGN,ADCYAP1R1,L,Human
SRGN,PTH1R,L,Human
SSPOP,ITGA2,L,Human
STATH,ACKR2,L,Human
STATH,RAMP3,L,Human
STATH,ADRB2,L,Human
STATH,TSHR,L,Human
STATH,SSTR2,L,Human
STATH,SSTR4,L,Human
STATH,VIPR1,L,Human
STATH,CCR1,L,Human
STATH,SSTR3,L,Human
STATH,SSTR5,L,Human
STATH,ADCYAP1R1,L,Human
STATH,CCR5,L,Human
STATH,PTH1R,L,Human
STATH,GHSR,L,Human
STATH,ACKR4,L,Human
STATH,GPR84,L,Human
STC1,ITGA2,L,Human
STC2,ITGA2,L,Human
STRCP1,ITGA2,L,Human
SVBP,FZD7,L,Human
SVBP,FGFR1,L,Human
SVBP,FGFR2,L,Human
SVBP,FGFR4,L,Human
SVBP,FGFR3,L,Human
SVBP,ACVR2A,L,Human
SVBP,EPHA2,L,Human
SVBP,EPHB2,L,Human
SVBP,VIPR1,L,Human
SVBP,OPRM1,L,Human
SVBP,BMPR1A,L,Human
SVBP,OPRD1,L,Human
SVBP,ADCYAP1R1,L,Human
SVBP,GLP1R,L,Human
SVBP,EPHB3,L,Human
SVBP,EPHA5,L,Human
SVBP,EPHB4,L,Human
SVBP,EPHB1,L,Human
SVBP,EPHA4,L,Human
SVBP,PTH1R,L,Human
SVBP,ACVR2B,L,Human
SVBP,EPHA7,L,Human
SVBP,NRXN2,L,Human
SVBP,NRXN3,L,Human
TAFA3,FGFR1,L,Human
TAFA3,FGFR2,L,Human
TAFA3,FGFR3,L,Human
TAFA4,FGFR1,L,Human
TAFA4,FGFR2,L,Human
TAFA4,FGFR3,L,Human
TFPI2,ITGA2,L,Human
THEM6,VIPR1,L,Human
THEM6,ADCYAP1R1,L,Human
THNSL2,VIPR1,L,Human
THNSL2,ADCYAP1R1,L,Human
TIMP4,RAMP3,L,Human
TIMP4,FGFR1,L,Human
TIMP4,ITGA2,L,Human
TIMP4,FGFR2,L,Human
TIMP4,FGFR3,L,Human
TIMP4,VIPR1,L,Human
TIMP4,ADCYAP1R1,L,Human
TMEM25,FGFR1,L,Human
TMEM25,FGFR2,L,Human
TMEM25,FGFR3,L,Human
TMEM25,EPHA2,L,Human
TMEM25,EPHA3,L,Human
TMEM25,EPHB2,L,Human
TMEM25,EPHB3,L,Human
TMEM25,EPHA5,L,Human
TMEM25,EPHB4,L,Human
TMEM25,EPHB1,L,Human
TMEM25,EPHA4,L,Human
TMEM25,EPHA7,L,Human
TMEM25,NRXN2,L,Human
TMEM25,NRXN3,L,Human
TUB,FGFR1,L,Human
TUB,FGFR2,L,Human
TUB,FGFR4,L,Human
TUB,FGFR3,L,Human
TUB,ACVR2A,L,Human
TUB,EPHA2,L,Human
TUB,EPHA3,L,Human
TUB,EPHB2,L,Human
TUB,BMPR1A,L,Human
TUB,EPHA5,L,Human
TUB,EPHB1,L,Human
TUB,EPHA4,L,Human
TUB,ACVR2B,L,Human
TUB,EPHA7,L,Human
TUB,NRXN2,L,Human
TUB,NRXN3,L,Human
TULP1,FGFR1,L,Human
TULP1,FGFR2,L,Human
TULP1,FGFR4,L,Human
TULP1,FGFR3,L,Human
TULP1,ACVR2A,L,Human
TULP1,EPHA2,L,Human
TULP1,EPHA3,L,Human
TULP1,EPHA8,L,Human
TULP1,EPHB2,L,Human
TULP1,BMPR1A,L,Human
TULP1,EPHB3,L,Human
TULP1,EPHA5,L,Human
TULP1,EPHB4,L,Human
TULP1,EPHB1,L,Human
TULP1,EPHA4,L,Human
TULP1,ACVR2B,L,Human
TULP1,EPHA7,L,Human
TULP1,NRXN2,L,Human
TULP1,EPHA6,L,Human
TULP1,NRXN3,L,Human
TULP2,FGFR1,L,Human
TULP2,FGFR2,L,Human
TULP2,FGFR3,L,Human
TULP2,ACVR2A,L,Human
TULP2,BMPR1A,L,Human
TULP2,ACVR2B,L,Human
TULP3,FGFR1,L,Human
TULP3,FGFR2,L,Human
TULP3,FGFR4,L,Human
TULP3,FGFR3,L,Human
TULP3,ACVR2A,L,Human
TULP3,EPHA2,L,Human
TULP3,EPHA3,L,Human
TULP3,EPHB2,L,Human
TULP3,BMPR1A,L,Human
TULP3,EPHA5,L,Human
TULP3,EPHB1,L,Human
TULP3,EPHA4,L,Human
TULP3,ACVR2B,L,Human
TULP3,EPHA7,L,Human
TULP3,NRXN2,L,Human
TULP3,NRXN3,L,Human
UCMA,RAMP3,L,Human
UCMA,TSHR,L,Human
UCMA,VIPR1,L,Human
UCMA,ADCYAP1R1,L,Human
UCMA,PTH1R,L,Human
UNQ6126/PRO20091,VIPR1,L,Human
UNQ6126/PRO20091,ADCYAP1R1,L,Human
UNQ6190/PRO20217,FGFR1,L,Human
UNQ6190/PRO20217,FGFR2,L,Human
UNQ6190/PRO20217,FGFR4,L,Human
UNQ6190/PRO20217,FGFR3,L,Human
UNQ6190/PRO20217,ACVR2A,L,Human
UNQ6190/PRO20217,EPHB1,L,Human
UNQ9165/PRO28630,RAMP3,L,Human
UNQ9165/PRO28630,VIPR1,L,Human
UNQ9165/PRO28630,ADCYAP1R1,L,Human
VASH1,RAMP3,L,Human
VASH1,VIPR1,L,Human
VASH1,ADCYAP1R1,L,Human
VASH2,RAMP3,L,Human
VASH2,VIPR1,L,Human
VASH2,ADCYAP1R1,L,Human
VASN,FGFR1,L,Human
VASN,ITGB4,L,Human
VASN,ITGA2,L,Human
VASN,FGFR2,L,Human
VASN,FGFR3,L,Human
VASN,ITGA6,L,Human
VASN,ITGA3,L,Human
VASN,EPHA2,L,Human
VASN,EPHA3,L,Human
VASN,EPHB2,L,Human
VASN,EPHB3,L,Human
VASN,EPHB4,L,Human
VASN,EPHB1,L,Human
VASN,EPHA4,L,Human
VASN,EPHA7,L,Human
VASN,NRXN2,L,Human
VASN,NRXN3,L,Human
VSTM2A,FGFR1,L,Human
VSTM2A,FGFR2,L,Human
VSTM2A,FGFR4,L,Human
VSTM2A,FGFR3,L,Human
VSTM2A,EPHA2,L,Human
VSTM2A,EPHA3,L,Human
VSTM2A,EPHB2,L,Human
VSTM2A,EPHB3,L,Human
VSTM2A,EPHA5,L,Human
VSTM2A,EPHB4,L,Human
VSTM2A,EPHB1,L,Human
VSTM2A,EPHA4,L,Human
VSTM2A,EPHA7,L,Human
VSTM2A,NRXN2,L,Human
VSTM2A,EPHA6,L,Human
VSTM2A,NRXN3,L,Human
VSTM4,EPHA2,L,Human
VSTM4,EPHB1,L,Human
VSTM4,EPHA4,L,Human
VSTM4,EPHA7,L,Human
VWA1,ITGA2,L,Human
VWA1,EPHA2,L,Human
VWA1,EPHB3,L,Human
VWA1,EPHB1,L,Human
VWA1,EPHA4,L,Human
VWA1,EPHA7,L,Human
VWA2,ITGA2,L,Human
VWC2,FGFR1,L,Human
VWC2,ITGA2,L,Human
VWC2,FGFR2,L,Human
VWC2,FGFR4,L,Human
VWC2,FGFR3,L,Human
VWC2,ACVR2A,L,Human
VWC2,EPHA2,L,Human
VWC2,EPHB2,L,Human
VWC2,EPHB3,L,Human
VWC2,EPHB4,L,Human
VWC2,EPHB1,L,Human
VWC2,EPHA4,L,Human
VWC2,ACVR2B,L,Human
VWC2,EPHA7,L,Human
VWC2,NRXN2,L,Human
VWC2,NRXN3,L,Human
VWC2L,ITGA2,L,Human
VWCE,ITGA2,L,Human
WFDC10A,RAMP1,L,Human
WFDC10A,RAMP2,L,Human
WFDC10A,RAMP3,L,Human
WFDC10A,CALCR,L,Human
WFDC10A,VIPR1,L,Human
WFDC10A,ADCYAP1R1,L,Human
WFDC10A,CALCRL,L,Human
WFDC10B,ACKR2,L,Human
WFDC10B,RAMP1,L,Human
WFDC10B,RAMP2,L,Human
WFDC10B,RAMP3,L,Human
WFDC10B,ADRB2,L,Human
WFDC10B,ADRA2A,L,Human
WFDC10B,CALCR,L,Human
WFDC10B,SSTR4,L,Human
WFDC10B,VIPR1,L,Human
WFDC10B,CCR1,L,Human
WFDC10B,SSTR3,L,Human
WFDC10B,SSTR5,L,Human
WFDC10B,ADCYAP1R1,L,Human
WFDC10B,MTNR1A,L,Human
WFDC10B,CCR3,L,Human
WFDC10B,CCR5,L,Human
WFDC10B,CALCRL,L,Human
WFDC10B,GPR20,L,Human
WFDC10B,ACKR4,L,Human
WFDC10B,GPR84,L,Human
WFDC11,RAMP1,L,Human
WFDC11,RAMP3,L,Human
WFDC11,CALCR,L,Human
WFDC11,VIPR1,L,Human
WFDC11,ADCYAP1R1,L,Human
WFDC11,CALCRL,L,Human
WFDC13,RAMP1,L,Human
WFDC13,RAMP2,L,Human
WFDC13,RAMP3,L,Human
WFDC13,CALCR,L,Human
WFDC13,SSTR4,L,Human
WFDC13,VIPR1,L,Human
WFDC13,SSTR3,L,Human
WFDC13,SSTR5,L,Human
WFDC13,ADCYAP1R1,L,Human
WFDC13,GLP1R,L,Human
WFDC13,CALCRL,L,Human
WFDC13,GPR84,L,Human
WFDC2,ITGA2,L,Human
WFDC9,ACKR2,L,Human
WFDC9,RAMP1,L,Human
WFDC9,RAMP2,L,Human
WFDC9,RAMP3,L,Human
WFDC9,CALCR,L,Human
WFDC9,SSTR4,L,Human
WFDC9,VIPR1,L,Human
WFDC9,CCR1,L,Human
WFDC9,SSTR3,L,Human
WFDC9,SSTR5,L,Human
WFDC9,ADCYAP1R1,L,Human
WFDC9,GLP1R,L,Human
WFDC9,CCR5,L,Human
WFDC9,CALCRL,L,Human
WFDC9,GPR20,L,Human
WFDC9,ACKR4,L,Human
WFDC9,GPR84,L,Human
WFIKKN1,ITGA2,L,Human
WFIKKN2,ITGA2,L,Human
WNT10A,FZD9,L,Human
WNT10A,FZD7,L,Human
WNT10A,FGFR1,L,Human
WNT10A,FGFR2,L,Human
WNT10A,FGFR4,L,Human
WNT10A,FGFR3,L,Human
WNT10A,ACVR2A,L,Human
WNT10A,FZD5,L,Human
WNT10A,NRXN2,L,Human
WNT10A,NRXN3,L,Human
WNT10B,FZD9,L,Human
WNT10B,FZD7,L,Human
WNT10B,FGFR1,L,Human
WNT10B,FGFR2,L,Human
WNT10B,FGFR3,L,Human
WNT10B,FZD5,L,Human
WNT9A,FZD9,L,Human
WNT9A,FZD7,L,Human
WNT9A,FGFR1,L,Human
WNT9A,FGFR2,L,Human
WNT9A,FGFR3,L,Human
WNT9A,FZD5,L,Human
YBX1,FZD7,L,Human
YBX1,FGFR1,L,Human
YBX1,FGFR2,L,Human
YBX1,FGFR3,L,Human
YBX1,VIPR1,L,Human
YBX1,OPRM1,L,Human
YBX1,OPRD1,L,Human
YBX1,ADCYAP1R1,L,Human
YBX1,PTH1R,L,Human
YBX1,NRXN2,L,Human
YBX1,NRXN3,L,Human
ZBED3,FGFR1,L,Human
ZBED3,FGFR2,L,Human
ZBED3,FGFR4,L,Human
ZBED3,FGFR3,L,Human
ZBED3,ACVR2A,L,Human
ZBED3,EPHA2,L,Human
ZBED3,EPHB2,L,Human
ZBED3,BMPR1A,L,Human
ZBED3,EPHB3,L,Human
ZBED3,EPHA5,L,Human
ZBED3,EPHB4,L,Human
ZBED3,EPHB1,L,Human
ZBED3,EPHA4,L,Human
ZBED3,ACVR2B,L,Human
ZBED3,EPHA7,L,Human
FGF12,ADGRB3,R,Human
FGF13,ADGRB3,R,Human
FGF11,ADGRB3,R,Human
FGF14,ADGRB3,R,Human
RAET1G,ADGRE1,R,Human
RAET1E,ADGRE1,R,Human
ULBP3,ADGRE1,R,Human
ULBP1,ADGRE1,R,Human
NRG2,ADGRL3,R,Human
WNT9B,ADGRL3,R,Human
EREG,ADGRL3,R,Human
SEMA3E,ADGRL3,R,Human
FGF10,ADGRL3,R,Human
FGF16,ADGRL3,R,Human
DHH,ADGRL3,R,Human
EFNA2,ADGRL3,R,Human
FGF17,ADGRL3,R,Human
PSPN,ADGRL3,R,Human
FGF18,ADGRL3,R,Human
FARP2,ADGRL3,R,Human
SEMA3D,ADGRL3,R,Human
NXPH2,ADGRL3,R,Human
NXPH3,ADGRL3,R,Human
GDF11,ADGRL3,R,Human
SEMA4F,ADGRL3,R,Human
TGFA,ADGRL3,R,Human
PDGFA,ADGRL3,R,Human
WNT1,ADGRL3,R,Human
FGF1,ADGRL3,R,Human
DCN,ADGRL3,R,Human
INHBA,ADGRL3,R,Human
FGF4,ADGRL3,R,Human
VIM,ADGRL3,R,Human
FGF2,ADGRL3,R,Human
GSTP1,ADGRL3,R,Human
INHBB,ADGRL3,R,Human
WNT2,ADGRL3,R,Human
CFC1,ADGRL3,R,Human
RBP3,ADGRL3,R,Human
FGF6,ADGRL3,R,Human
FGF3,ADGRL3,R,Human
FGF5,ADGRL3,R,Human
BMP2,ADGRL3,R,Human
BMP4,ADGRL3,R,Human
BMP3,ADGRL3,R,Human
BMP1,ADGRL3,R,Human
PKM,ADGRL3,R,Human
AREG,ADGRL3,R,Human
BMP7,ADGRL3,R,Human
FST,ADGRL3,R,Human
EFNA1,ADGRL3,R,Human
BMP5,ADGRL3,R,Human
BMP6,ADGRL3,R,Human
IGFBP4,ADGRL3,R,Human
FGF9,ADGRL3,R,Human
NTF4,ADGRL3,R,Human
BMP8B,ADGRL3,R,Human
BTC,ADGRL3,R,Human
GDNF,ADGRL3,R,Human
WNT5A,ADGRL3,R,Human
GDF5,ADGRL3,R,Human
CCN3,ADGRL3,R,Human
PGF,ADGRL3,R,Human
LUM,ADGRL3,R,Human
EFNA3,ADGRL3,R,Human
EFNA4,ADGRL3,R,Human
EFNB2,ADGRL3,R,Human
EFNA5,ADGRL3,R,Human
MFAP2,ADGRL3,R,Human
FGF8,ADGRL3,R,Human
INHBC,ADGRL3,R,Human
WNT3,ADGRL3,R,Human
WNT3A,ADGRL3,R,Human
NRG3,ADGRL3,R,Human
NXPH1,ADGRL3,R,Human
FGF12,ADGRL3,R,Human
EFNB1,ADGRL3,R,Human
NRG1,ADGRL3,R,Human
EFEMP1,ADGRL3,R,Human
SEMA3B,ADGRL3,R,Human
SEMA3F,ADGRL3,R,Human
SEMA3A,ADGRL3,R,Human
IHH,ADGRL3,R,Human
EFNB3,ADGRL3,R,Human
RSPO4,ADGRL3,R,Human
RSPO1,ADGRL3,R,Human
SYTL3,ADGRL3,R,Human
ARTN,ADGRL3,R,Human
GDF6,ADGRL3,R,Human
RGMB,ADGRL3,R,Human
RSPO2,ADGRL3,R,Human
DLK2,ADGRL3,R,Human
SOSTDC1,ADGRL3,R,Human
GDF7,ADGRL3,R,Human
BMP8A,ADGRL3,R,Human
NLGN2,ADGRL3,R,Human
FGF13,ADGRL3,R,Human
FGF11,ADGRL3,R,Human
FGF14,ADGRL3,R,Human
WNT8B,ADGRL3,R,Human
RGMA,ADGRL3,R,Human
BCAN,ADGRL3,R,Human
LRIG1,ADGRL3,R,Human
HBEGF,ADGRL3,R,Human
NRTN,ADGRL3,R,Human
SOST,ADGRL3,R,Human
JAM3,ADGRL3,R,Human
RSPO3,ADGRL3,R,Human
PDGFD,ADGRL3,R,Human
WNT8A,ADGRL3,R,Human
FGF22,ADGRL3,R,Human
FGF20,ADGRL3,R,Human
PDGFC,ADGRL3,R,Human
SEMA3G,ADGRL3,R,Human
FGF21,ADGRL3,R,Human
DLL3,ADGRL3,R,Human
NLGN3,ADGRL3,R,Human
RPH3A,ADGRL3,R,Human
CORT,ADRA1B,R,Human
NPPA,ADRA1B,R,Human
POMC,ADRA1B,R,Human
PENK,ADRA1B,R,Human
PDYN,ADRA1B,R,Human
CALCA,ADRA1B,R,Human
PTH,ADRA1B,R,Human
GCG,ADRA1B,R,Human
VIP,ADRA1B,R,Human
CRH,ADRA1B,R,Human
GIP,ADRA1B,R,Human
SCT,ADRA1B,R,Human
NPS,ADRA1B,R,Human
CALCB,ADRA1B,R,Human
IAPP,ADRA1B,R,Human
NPPB,ADRA1B,R,Human
ADCYAP1,ADRA1B,R,Human
TAC1,ADRA1B,R,Human
PMCH,ADRA1B,R,Human
GAL,ADRA1B,R,Human
NPPC,ADRA1B,R,Human
NMU,ADRA1B,R,Human
SST,ADRA1B,R,Human
CXCL9,ADRA1B,R,Human
PNOC,ADRA1B,R,Human
NMS,ADRA1B,R,Human
TAC4,ADRA1B,R,Human
NPW,ADRA1B,R,Human
RLN3,ADRA1B,R,Human
PTH2,ADRA1B,R,Human
TAC3,ADRA1B,R,Human
CORT,ADRA2C,R,Human
NPPA,ADRA2C,R,Human
POMC,ADRA2C,R,Human
PENK,ADRA2C,R,Human
PDYN,ADRA2C,R,Human
CALCA,ADRA2C,R,Human
PTH,ADRA2C,R,Human
GCG,ADRA2C,R,Human
VIP,ADRA2C,R,Human
PPY,ADRA2C,R,Human
NPY,ADRA2C,R,Human
CRH,ADRA2C,R,Human
GIP,ADRA2C,R,Human
SCT,ADRA2C,R,Human
NPS,ADRA2C,R,Human
PYY,ADRA2C,R,Human
CALCB,ADRA2C,R,Human
IAPP,ADRA2C,R,Human
NPPB,ADRA2C,R,Human
ADCYAP1,ADRA2C,R,Human
TAC1,ADRA2C,R,Human
PMCH,ADRA2C,R,Human
GAL,ADRA2C,R,Human
NPPC,ADRA2C,R,Human
NMU,ADRA2C,R,Human
SST,ADRA2C,R,Human
PNOC,ADRA2C,R,Human
NMS,ADRA2C,R,Human
TAC4,ADRA2C,R,Human
NPW,ADRA2C,R,Human
NPB,ADRA2C,R,Human
RLN3,ADRA2C,R,Human
PTH2,ADRA2C,R,Human
TAC3,ADRA2C,R,Human
CORT,ADRB1,R,Human
NPPA,ADRB1,R,Human
PENK,ADRB1,R,Human
PDYN,ADRB1,R,Human
CALCA,ADRB1,R,Human
PTH,ADRB1,R,Human
GCG,ADRB1,R,Human
VIP,ADRB1,R,Human
PPY,ADRB1,R,Human
NPY,ADRB1,R,Human
GIP,ADRB1,R,Human
NPS,ADRB1,R,Human
PYY,ADRB1,R,Human
CALCB,ADRB1,R,Human
IAPP,ADRB1,R,Human
NPPB,ADRB1,R,Human
ADCYAP1,ADRB1,R,Human
TAC1,ADRB1,R,Human
PMCH,ADRB1,R,Human
GAL,ADRB1,R,Human
NPPC,ADRB1,R,Human
NMU,ADRB1,R,Human
SST,ADRB1,R,Human
PNOC,ADRB1,R,Human
NMS,ADRB1,R,Human
TAC4,ADRB1,R,Human
NPB,ADRB1,R,Human
RLN3,ADRB1,R,Human
TAC3,ADRB1,R,Human
EREG,ATRNL1,R,Human
CHAD,ATRNL1,R,Human
DCN,ATRNL1,R,Human
AREG,ATRNL1,R,Human
BTC,ATRNL1,R,Human
LUM,ATRNL1,R,Human
EFEMP1,ATRNL1,R,Human
RSPO4,ATRNL1,R,Human
RSPO1,ATRNL1,R,Human
RGMB,ATRNL1,R,Human
RSPO2,ATRNL1,R,Human
LRIG1,ATRNL1,R,Human
RSPO3,ATRNL1,R,Human
WNT1,CACNA2D2,R,Human
WNT3,CACNA2D2,R,Human
WNT3A,CACNA2D2,R,Human
RSPO1,CACNA2D3,R,Human
RSPO3,CACNA2D3,R,Human
DHH,CACNA2D4,R,Human
IHH,CACNA2D4,R,Human
RSPO4,CADM2,R,Human
RSPO1,CADM2,R,Human
RSPO3,CADM2,R,Human
CORT,CASR,R,Human
PENK,CASR,R,Human
PDYN,CASR,R,Human
CALCA,CASR,R,Human
PTH,CASR,R,Human
GCG,CASR,R,Human
VIP,CASR,R,Human
GIP,CASR,R,Human
CALCB,CASR,R,Human
IAPP,CASR,R,Human
TAC1,CASR,R,Human
PMCH,CASR,R,Human
GAL,CASR,R,Human
SST,CASR,R,Human
NMS,CASR,R,Human
TAC4,CASR,R,Human
TAC3,CASR,R,Human
EREG,CD180,R,Human
DEFB4A,CD180,R,Human
DEFB4B,CD180,R,Human
CHAD,CD180,R,Human
ARPC5,CD180,R,Human
CUBN,CD180,R,Human
F8,CD180,R,Human
F13A1,CD180,R,Human
F9,CD180,R,Human
F10,CD180,R,Human
F12,CD180,R,Human
PLAT,CD180,R,Human
SPINK1,CD180,R,Human
SERPINA1,CD180,R,Human
AVP,CD180,R,Human
PENK,CD180,R,Human
PDYN,CD180,R,Human
CGA,CD180,R,Human
TSHB,CD180,R,Human
TG,CD180,R,Human
APOA1,CD180,R,Human
APOA2,CD180,R,Human
APOC1,CD180,R,Human
APOC2,CD180,R,Human
APOC3,CD180,R,Human
C1QB,CD180,R,Human
ALB,CD180,R,Human
GC,CD180,R,Human
TF,CD180,R,Human
LTF,CD180,R,Human
HPX,CD180,R,Human
ANG,CD180,R,Human
MMP1,CD180,R,Human
C4BPA,CD180,R,Human
PROC,CD180,R,Human
S100A8,CD180,R,Human
SERPINE1,CD180,R,Human
S100A9,CD180,R,Human
APOA4,CD180,R,Human
SERPINE2,CD180,R,Human
DCN,CD180,R,Human
CFH,CD180,R,Human
VIM,CD180,R,Human
GSTP1,CD180,R,Human
LGALS1,CD180,R,Human
SAA1,CD180,R,Human
RNASE2,CD180,R,Human
SPP1,CD180,R,Human
RBP3,CD180,R,Human
SCGB1A1,CD180,R,Human
COL6A3,CD180,R,Human
PTHLH,CD180,R,Human
IL7,CD180,R,Human
EDN3,CD180,R,Human
NID1,CD180,R,Human
AREG,CD180,R,Human
TIMP2,CD180,R,Human
IL1RN,CD180,R,Human
TCN2,CD180,R,Human
PMCH,CD180,R,Human
EDN2,CD180,R,Human
BGN,CD180,R,Human
IBSP,CD180,R,Human
FBLN1,CD180,R,Human
CD40LG,CD180,R,Human
HSPA4,CD180,R,Human
LEP,CD180,R,Human
MMP13,CD180,R,Human
GPC3,CD180,R,Human
LUM,CD180,R,Human
MFAP2,CD180,R,Human
APOC4,CD180,R,Human
DEFB1,CD180,R,Human
LCN2,CD180,R,Human
S100A12,CD180,R,Human
DEFB103A,CD180,R,Human
DEFB103B,CD180,R,Human
FBLN2,CD180,R,Human
LGALS3BP,CD180,R,Human
FGL1,CD180,R,Human
EFEMP1,CD180,R,Human
DMP1,CD180,R,Human
ITGB3BP,CD180,R,Human
MFAP5,CD180,R,Human
ADAM15,CD180,R,Human
FCN2,CD180,R,Human
RSPO1,CD180,R,Human
RGMB,CD180,R,Human
IGFL1,CD180,R,Human
IGFL2,CD180,R,Human
IGFL3,CD180,R,Human
NPNT,CD180,R,Human
DLK2,CD180,R,Human
IFNL1,CD180,R,Human
SFTPA1,CD180,R,Human
IFNL3,CD180,R,Human
PCSK9,CD180,R,Human
MUC7,CD180,R,Human
IL1F10,CD180,R,Human
HAS2,CD180,R,Human
RSPO3,CD180,R,Human
CXCL16,CD180,R,Human
HEBP1,CD180,R,Human
PODXL2,CD180,R,Human
IL36B,CD180,R,Human
IL36G,CD180,R,Human
IL36A,CD180,R,Human
ANGPTL3,CD180,R,Human
MICB,CD244,R,Human
MICA,CD244,R,Human
RAET1E,CD244,R,Human
CHAD,CDHR5,R,Human
SERPINA1,CDHR5,R,Human
C1QB,CDHR5,R,Human
HPX,CDHR5,R,Human
IL1RN,CDHR5,R,Human
FBLN1,CDHR5,R,Human
LUM,CDHR5,R,Human
COL7A1,CDHR5,R,Human
LGALS3BP,CDHR5,R,Human
FCN2,CDHR5,R,Human
NPNT,CDHR5,R,Human
IL1F10,CDHR5,R,Human
IL36B,CDHR5,R,Human
IL36G,CDHR5,R,Human
IL36A,CDHR5,R,Human
CORT,CHRM2,R,Human
CCL21,CHRM2,R,Human
CXCL11,CHRM2,R,Human
CCL25,CHRM2,R,Human
NPPA,CHRM2,R,Human
POMC,CHRM2,R,Human
PENK,CHRM2,R,Human
PDYN,CHRM2,R,Human
CALCA,CHRM2,R,Human
PTH,CHRM2,R,Human
GCG,CHRM2,R,Human
VIP,CHRM2,R,Human
PPBP,CHRM2,R,Human
PF4,CHRM2,R,Human
CRH,CHRM2,R,Human
CXCL1,CHRM2,R,Human
GIP,CHRM2,R,Human
SCT,CHRM2,R,Human
NPS,CHRM2,R,Human
CALCB,CHRM2,R,Human
CXCL8,CHRM2,R,Human
IAPP,CHRM2,R,Human
NPPB,CHRM2,R,Human
ADCYAP1,CHRM2,R,Human
CXCL2,CHRM2,R,Human
CXCL3,CHRM2,R,Human
TAC1,CHRM2,R,Human
PMCH,CHRM2,R,Human
GAL,CHRM2,R,Human
NPPC,CHRM2,R,Human
CXCL5,CHRM2,R,Human
CXCL12,CHRM2,R,Human
NMU,CHRM2,R,Human
SST,CHRM2,R,Human
CXCL6,CHRM2,R,Human
CXCL9,CHRM2,R,Human
PNOC,CHRM2,R,Human
NMS,CHRM2,R,Human
TAC4,CHRM2,R,Human
NPW,CHRM2,R,Human
RLN3,CHRM2,R,Human
UCN3,CHRM2,R,Human
PTH2,CHRM2,R,Human
UCN2,CHRM2,R,Human
CCL28,CHRM2,R,Human
HEBP1,CHRM2,R,Human
TAC3,CHRM2,R,Human
PENK,CHRM4,R,Human
PDYN,CHRM4,R,Human
CORT,CHRM5,R,Human
NPPA,CHRM5,R,Human
POMC,CHRM5,R,Human
PENK,CHRM5,R,Human
PDYN,CHRM5,R,Human
CALCA,CHRM5,R,Human
PTH,CHRM5,R,Human
GCG,CHRM5,R,Human
VIP,CHRM5,R,Human
GIP,CHRM5,R,Human
NPS,CHRM5,R,Human
CALCB,CHRM5,R,Human
NPPB,CHRM5,R,Human
TAC1,CHRM5,R,Human
PMCH,CHRM5,R,Human
GAL,CHRM5,R,Human
NPPC,CHRM5,R,Human
NMU,CHRM5,R,Human
SST,CHRM5,R,Human
TAC4,CHRM5,R,Human
HEBP1,CHRM5,R,Human
TAC3,CHRM5,R,Human
HLA-B,CLEC12B,R,Human
HLA-A,CLEC12B,R,Human
HLA-C,CLEC12B,R,Human
B2M,CLEC12B,R,Human
MICB,CLEC12B,R,Human
MICA,CLEC12B,R,Human
RAET1L,CLEC12B,R,Human
RAET1G,CLEC12B,R,Human
RAET1E,CLEC12B,R,Human
ULBP3,CLEC12B,R,Human
ULBP2,CLEC12B,R,Human
ULBP1,CLEC12B,R,Human
HLA-B,CLEC1A,R,Human
HLA-A,CLEC1A,R,Human
HLA-C,CLEC1A,R,Human
B2M,CLEC1A,R,Human
MICB,CLEC1A,R,Human
MICA,CLEC1A,R,Human
RAET1L,CLEC1A,R,Human
RAET1G,CLEC1A,R,Human
RAET1E,CLEC1A,R,Human
ULBP3,CLEC1A,R,Human
ULBP2,CLEC1A,R,Human
ULBP1,CLEC1A,R,Human
HLA-B,CLEC1B,R,Human
HLA-A,CLEC1B,R,Human
HLA-C,CLEC1B,R,Human
B2M,CLEC1B,R,Human
MICB,CLEC1B,R,Human
MICA,CLEC1B,R,Human
RAET1L,CLEC1B,R,Human
RAET1G,CLEC1B,R,Human
RAET1E,CLEC1B,R,Human
ULBP3,CLEC1B,R,Human
ULBP2,CLEC1B,R,Human
ULBP1,CLEC1B,R,Human
HLA-B,CLEC4A,R,Human
HLA-A,CLEC4A,R,Human
HLA-C,CLEC4A,R,Human
B2M,CLEC4A,R,Human
MICB,CLEC5A,R,Human
MICA,CLEC5A,R,Human
RAET1L,CLEC5A,R,Human
RAET1G,CLEC5A,R,Human
RAET1E,CLEC5A,R,Human
ULBP3,CLEC5A,R,Human
ULBP2,CLEC5A,R,Human
