external_gene_name,mouse_ensembl_gene_id,human_ensembl_gene_id,hgnc_symbol
Scrg1,ENSMUSG00000031610,ENSG00000164106,SCRG1
Gjb3,ENSMUSG00000042367,ENSG00000188910,GJB3
Stk16,ENSMUSG00000026201,ENSG00000115661,STK16
Crtap,ENSMUSG00000032431,ENSG00000170275,CRTAP
Pik3c2g,ENSMUSG00000030228,ENSG00000139144,PIK3C2G
Slc22a3,ENSMUSG00000023828,ENSG00000146477,SLC22A3
Trpa1,ENSMUSG00000032769,ENSG00000104321,TRPA1
Palm,ENSMUSG00000035863,ENSG00000099864,PALM
Rhbdl1,ENSMUSG00000025735,ENSG00000103269,RHBDL1
Atp6ap2,ENSMUSG00000031007,ENSG00000182220,ATP6AP2
Zmynd10,ENSMUSG00000010044,ENSG00000004838,ZMYND10
Cnmd,ENSMUSG00000022025,ENSG00000136110,CNMD
Serpini2,ENSMUSG00000034139,ENSG00000114204,SERPINI2
Cib2,ENSMUSG00000037493,ENSG00000136425,CIB2
Upk1b,ENSMUSG00000049436,ENSG00000114638,UPK1B
Ceacam10,ENSMUSG00000054169,ENSG00000105352,CEACAM4
Ceacam2,ENSMUSG00000054385,ENSG00000105352,CEACAM4
Ceacam1,ENSMUSG00000074272,ENSG00000105352,CEACAM4
Atrn,ENSMUSG00000027312,ENSG00000088812,ATRN
Tnfsf13,ENSMUSG00000089669,ENSG00000161955,TNFSF13
Gabbr2,ENSMUSG00000039809,ENSG00000136928,GABBR2
Mmp23,ENSMUSG00000029061,ENSG00000189409,MMP23B
Dhrs3,ENSMUSG00000066026,ENSG00000162496,DHRS3
Dgki,ENSMUSG00000038665,ENSG00000157680,DGKI
Arl6ip5,ENSMUSG00000035199,ENSG00000144746,ARL6IP5
Rgs9,ENSMUSG00000020599,ENSG00000108370,RGS9
Dysf,ENSMUSG00000033788,ENSG00000135636,DYSF
Lyzl6,ENSMUSG00000020945,ENSG00000275722,LYZL6
Tspan9,ENSMUSG00000030352,ENSG00000011105,TSPAN9
Flot1,ENSMUSG00000059714,ENSG00000137312,FLOT1
Trio,ENSMUSG00000022263,ENSG00000038382,TRIO
Mpdz,ENSMUSG00000028402,ENSG00000107186,MPDZ
C1ql1,ENSMUSG00000045532,ENSG00000131094,C1QL1
Cpd,ENSMUSG00000020841,ENSG00000108582,CPD
Or2j3,ENSMUSG00000054940,ENSG00000204701,OR2J3
Or2j3,ENSMUSG00000054940,ENSG00000204700,OR2J2
Ncr1,ENSMUSG00000062524,ENSG00000189430,NCR1
Scgn,ENSMUSG00000021337,ENSG00000079689,SCGN
Neurl1a,ENSMUSG00000006435,ENSG00000107954,NEURL1
Stc2,ENSMUSG00000020303,ENSG00000113739,STC2
Ccn5,ENSMUSG00000027656,ENSG00000064205,CCN5
Rgs20,ENSMUSG00000002459,ENSG00000147509,RGS20
Slc22a5,ENSMUSG00000018900,ENSG00000197375,SLC22A5
Slc22a21,ENSMUSG00000063652,ENSG00000197375,SLC22A5
Pde9a,ENSMUSG00000041119,ENSG00000160191,PDE9A
Best1,ENSMUSG00000037418,ENSG00000167995,BEST1
Fgf18,ENSMUSG00000057967,ENSG00000156427,FGF18
Jtb,ENSMUSG00000027937,ENSG00000143543,JTB
Cst7,ENSMUSG00000068129,ENSG00000077984,CST7
Or7a36,ENSMUSG00000046493,ENSG00000127515,OR7A10
Or7a40,ENSMUSG00000048101,ENSG00000127515,OR7A10
Or7a42,ENSMUSG00000094080,ENSG00000127515,OR7A10
Or7a38,ENSMUSG00000094673,ENSG00000127515,OR7A10
Trpm2,ENSMUSG00000009292,ENSG00000142185,TRPM2
Uri1,ENSMUSG00000030421,ENSG00000105176,URI1
Stk17b,ENSMUSG00000026094,ENSG00000081320,STK17B
Ecm2,ENSMUSG00000043631,ENSG00000106823,ECM2
Ly6h,ENSMUSG00000022577,ENSG00000176956,LY6H
Cntn5,ENSMUSG00000039488,ENSG00000149972,CNTN5
Stk10,ENSMUSG00000020272,ENSG00000072786,STK10
Prkd3,ENSMUSG00000024070,ENSG00000115825,PRKD3
Baiap3,ENSMUSG00000047507,ENSG00000007516,BAIAP3
Slit2,ENSMUSG00000031558,ENSG00000145147,SLIT2
Plekhg5,ENSMUSG00000039713,ENSG00000171680,PLEKHG5
Myo1d,ENSMUSG00000035441,ENSG00000176658,MYO1D
Ddn,ENSMUSG00000059213,ENSG00000181418,DDN
Nfasc,ENSMUSG00000026442,ENSG00000163531,NFASC
Fchsd2,ENSMUSG00000030691,ENSG00000137478,FCHSD2
Sorbs2,ENSMUSG00000031626,ENSG00000154556,SORBS2
Tmem63a,ENSMUSG00000026519,ENSG00000196187,TMEM63A
Farp2,ENSMUSG00000034066,ENSG00000006607,FARP2
Lrig2,ENSMUSG00000032913,ENSG00000198799,LRIG2
Dkk1,ENSMUSG00000024868,ENSG00000107984,DKK1
Adgrl1,ENSMUSG00000013033,ENSG00000072071,ADGRL1
Abca8b,ENSMUSG00000020620,ENSG00000141338,ABCA8
Endod1,ENSMUSG00000037419,ENSG00000149218,ENDOD1
Cdk14,ENSMUSG00000028926,ENSG00000058091,CDK14
Slitrk3,ENSMUSG00000048304,ENSG00000121871,SLITRK3
Slco2b1,ENSMUSG00000030737,ENSG00000137491,SLCO2B1
Soga1,ENSMUSG00000055485,ENSG00000149639,SOGA1
Ap2a2,ENSMUSG00000002957,ENSG00000183020,AP2A2
Clstn1,ENSMUSG00000039953,ENSG00000171603,CLSTN1
Arhgef15,ENSMUSG00000052921,ENSG00000198844,ARHGEF15
Slitrk5,ENSMUSG00000033214,ENSG00000165300,SLITRK5
Or2f2,ENSMUSG00000094192,ENSG00000221910,OR2F2
Or2f1b,ENSMUSG00000095236,ENSG00000221910,OR2F2
Or2f1,ENSMUSG00000095831,ENSG00000221910,OR2F2
Or6b1,ENSMUSG00000049168,ENSG00000221813,OR6B1
Or4f7,ENSMUSG00000093804,ENSG00000176269,OR4F21
Sema3d,ENSMUSG00000040254,ENSG00000153993,SEMA3D
Or2a7,ENSMUSG00000043605,ENSG00000180658,OR2A4
Tjp3,ENSMUSG00000034917,ENSG00000105289,TJP3
Diras1,ENSMUSG00000043670,ENSG00000176490,DIRAS1
Kcnk2,ENSMUSG00000037624,ENSG00000082482,KCNK2
Prss23,ENSMUSG00000039405,ENSG00000150687,PRSS23
S1pr2,ENSMUSG00000043895,ENSG00000267534,S1PR2
Tnfsf15,ENSMUSG00000050395,ENSG00000181634,TNFSF15
Nxph2,ENSMUSG00000069132,ENSG00000144227,NXPH2
Nxph3,ENSMUSG00000046719,ENSG00000182575,NXPH3
Nxph4,ENSMUSG00000040258,ENSG00000182379,NXPH4
Ubl3,ENSMUSG00000001687,ENSG00000122042,UBL3
Scel,ENSMUSG00000022123,ENSG00000136155,SCEL
Cacna1h,ENSMUSG00000024112,ENSG00000196557,CACNA1H
Vamp5,ENSMUSG00000073002,ENSG00000168899,VAMP5
Unc5c,ENSMUSG00000059921,ENSG00000182168,UNC5C
Cspg5,ENSMUSG00000032482,ENSG00000114646,CSPG5
Klhl2,ENSMUSG00000031605,ENSG00000109466,KLHL2
Pcdh8,ENSMUSG00000036422,ENSG00000136099,PCDH8
Stbd1,ENSMUSG00000047963,ENSG00000118804,STBD1
Leprotl1,ENSMUSG00000031513,ENSG00000104660,LEPROTL1
Or6a2,ENSMUSG00000070417,ENSG00000184933,OR6A2
Abcc6,ENSMUSG00000030834,ENSG00000091262,ABCC6
Il18rap,ENSMUSG00000026068,ENSG00000115607,IL18RAP
Kcnh1,ENSMUSG00000058248,ENSG00000143473,KCNH1
Htr3b,ENSMUSG00000008590,ENSG00000149305,HTR3B
Rasgrp1,ENSMUSG00000027347,ENSG00000172575,RASGRP1
Lypd3,ENSMUSG00000057454,ENSG00000124466,LYPD3
Kcnk5,ENSMUSG00000023243,ENSG00000164626,KCNK5
Snapin,ENSMUSG00000001018,ENSG00000143553,SNAPIN
Mpzl1,ENSMUSG00000026566,ENSG00000197965,MPZL1
Abcb11,ENSMUSG00000027048,ENSG00000073734,ABCB11
Or2c1,ENSMUSG00000059043,ENSG00000168158,OR2C1
Gjb5,ENSMUSG00000042357,ENSG00000189280,GJB5
Ccn4,ENSMUSG00000005124,ENSG00000104415,CCN4
Ccn6,ENSMUSG00000062074,ENSG00000112761,CCN6
Gdf11,ENSMUSG00000025352,ENSG00000135414,GDF11
Bmp10,ENSMUSG00000030046,ENSG00000163217,BMP10
Uts2,ENSMUSG00000028963,ENSG00000049247,UTS2
Svil,ENSMUSG00000024236,ENSG00000197321,SVIL
Papln,ENSMUSG00000021223,ENSG00000100767,PAPLN
Slc34a2,ENSMUSG00000029188,ENSG00000157765,SLC34A2
Apom,ENSMUSG00000024391,ENSG00000204444,APOM
Adamts2,ENSMUSG00000036545,ENSG00000087116,ADAMTS2
Gjb6,ENSMUSG00000040055,ENSG00000121742,GJB6
Matn4,ENSMUSG00000016995,ENSG00000124159,MATN4
Fmnl1,ENSMUSG00000055805,ENSG00000184922,FMNL1
Cldn7,ENSMUSG00000018569,ENSG00000181885,CLDN7
Syngr4,ENSMUSG00000040231,ENSG00000105467,SYNGR4
Abca1,ENSMUSG00000015243,ENSG00000165029,ABCA1
Cldn9,ENSMUSG00000066720,ENSG00000213937,CLDN9
Adgrl2,ENSMUSG00000028184,ENSG00000117114,ADGRL2
Vnn1,ENSMUSG00000037440,ENSG00000112299,VNN1
Cldn14,ENSMUSG00000047109,ENSG00000159261,CLDN14
Nptxr,ENSMUSG00000022421,ENSG00000221890,NPTXR
Sft2d2,ENSMUSG00000040848,ENSG00000213064,SFT2D2
Adcy5,ENSMUSG00000022840,ENSG00000173175,ADCY5
Stambp,ENSMUSG00000006906,ENSG00000124356,STAMBP
Ntn1,ENSMUSG00000020902,ENSG00000065320,NTN1
Fstl3,ENSMUSG00000020325,ENSG00000070404,FSTL3
Ntsr2,ENSMUSG00000020591,ENSG00000169006,NTSR2
Ecel1,ENSMUSG00000026247,ENSG00000171551,ECEL1
Ly86,ENSMUSG00000021423,ENSG00000112799,LY86
Cxcl14,ENSMUSG00000021508,ENSG00000145824,CXCL14
Rab3d,ENSMUSG00000019066,ENSG00000105514,RAB3D
Snap29,ENSMUSG00000022765,ENSG00000099940,SNAP29
Crtam,ENSMUSG00000032021,ENSG00000109943,CRTAM
Cpne6,ENSMUSG00000022212,ENSG00000100884,CPNE6
Fgf15,ENSMUSG00000031073,ENSG00000162344,FGF19
Sema4f,ENSMUSG00000000627,ENSG00000135622,SEMA4F
Il33,ENSMUSG00000024810,ENSG00000137033,IL33
Ap2a1,ENSMUSG00000060279,ENSG00000196961,AP2A1
Gpr75,ENSMUSG00000043999,ENSG00000119737,GPR75
Tmem50a,ENSMUSG00000028822,ENSG00000183726,TMEM50A
Cavin2,ENSMUSG00000045954,ENSG00000168497,CAVIN2
Cer1,ENSMUSG00000038192,ENSG00000147869,CER1
Cldn1,ENSMUSG00000022512,ENSG00000163347,CLDN1
Clic3,ENSMUSG00000015093,ENSG00000169583,CLIC3
Glp2r,ENSMUSG00000049928,ENSG00000065325,GLP2R
Angptl1,ENSMUSG00000033544,ENSG00000116194,ANGPTL1
Tspan13,ENSMUSG00000020577,ENSG00000106537,TSPAN13
Tspan15,ENSMUSG00000037031,ENSG00000099282,TSPAN15
Tspan12,ENSMUSG00000029669,ENSG00000106025,TSPAN12
Mpig6b,ENSMUSG00000073414,ENSG00000204420,MPIG6B
Ly6g6c,ENSMUSG00000092586,ENSG00000204421,LY6G6C
Ly6g6d,ENSMUSG00000073413,ENSG00000244355,LY6G6D
Abhd16a,ENSMUSG00000007036,ENSG00000204427,ABHD16A
Wdpcp,ENSMUSG00000020319,ENSG00000143951,WDPCP
Dlgap3,ENSMUSG00000042388,ENSG00000116544,DLGAP3
Olfm2,ENSMUSG00000032172,ENSG00000105088,OLFM2
Slc16a8,ENSMUSG00000032988,ENSG00000100156,SLC16A8
Eppin,ENSMUSG00000017733,ENSG00000101448,EPPIN
Itgbl1,ENSMUSG00000032925,ENSG00000198542,ITGBL1
Efemp2,ENSMUSG00000024909,ENSG00000172638,EFEMP2
Lgi1,ENSMUSG00000067242,ENSG00000108231,LGI1
Cd160,ENSMUSG00000038304,ENSG00000117281,CD160
Bmp15,ENSMUSG00000023279,ENSG00000130385,BMP15
Igsf6,ENSMUSG00000035004,ENSG00000140749,IGSF6
S1pr4,ENSMUSG00000044199,ENSG00000125910,S1PR4
Reck,ENSMUSG00000028476,ENSG00000122707,RECK
Fam107a,ENSMUSG00000021750,ENSG00000168309,FAM107A
Agr2,ENSMUSG00000020581,ENSG00000106541,AGR2
Gas8,ENSMUSG00000040220,ENSG00000141013,GAS8
Il18bp,ENSMUSG00000070427,ENSG00000137496,IL18BP
Bcl10,ENSMUSG00000028191,ENSG00000142867,BCL10
Clptm1,ENSMUSG00000002981,ENSG00000104853,CLPTM1
Napsa,ENSMUSG00000002204,ENSG00000131400,NAPSA
Wnt11,ENSMUSG00000015957,ENSG00000085741,WNT11
Aldh1a7,ENSMUSG00000024747,ENSG00000165092,ALDH1A1
Aldh1a1,ENSMUSG00000053279,ENSG00000165092,ALDH1A1
Cp,ENSMUSG00000003617,ENSG00000047457,CP
F8,ENSMUSG00000031196,ENSG00000185010,F8
F13a1,ENSMUSG00000039109,ENSG00000124491,F13A1
Got2,ENSMUSG00000031672,ENSG00000125166,GOT2
Egfr,ENSMUSG00000020122,ENSG00000146648,EGFR
Lalba,ENSMUSG00000022991,ENSG00000167531,LALBA
F2,ENSMUSG00000027249,ENSG00000180210,F2
C1ra,ENSMUSG00000055172,ENSG00000159403,C1R
C1rb,ENSMUSG00000098470,ENSG00000159403,C1R
Hp,ENSMUSG00000031722,ENSG00000257017,HP
Hp,ENSMUSG00000031722,ENSG00000261701,HPR
F9,ENSMUSG00000031138,ENSG00000101981,F9
F10,ENSMUSG00000031444,ENSG00000126218,F10
Cfd,ENSMUSG00000061780,ENSG00000197766,CFD
Plg,ENSMUSG00000059481,ENSG00000122194,PLG
F12,ENSMUSG00000021492,ENSG00000131187,F12
Plau,ENSMUSG00000021822,ENSG00000122861,PLAU
Plat,ENSMUSG00000031538,ENSG00000104368,PLAT
Cfb,ENSMUSG00000090231,ENSG00000243649,CFB
Ren1,ENSMUSG00000070645,ENSG00000143839,REN
Ada,ENSMUSG00000017697,ENSG00000196839,ADA
Car2,ENSMUSG00000027562,ENSG00000104267,CA2
Oas1c,ENSMUSG00000001166,ENSG00000089127,OAS1
Oas1h,ENSMUSG00000001168,ENSG00000089127,OAS1
Oas1b,ENSMUSG00000029605,ENSG00000089127,OAS1
Oas1d,ENSMUSG00000032623,ENSG00000089127,OAS1
Oas1a,ENSMUSG00000052776,ENSG00000089127,OAS1
Oas1f,ENSMUSG00000053765,ENSG00000089127,OAS1
Oas1g,ENSMUSG00000066861,ENSG00000089127,OAS1
Oas1e,ENSMUSG00000066867,ENSG00000089127,OAS1
Spink1,ENSMUSG00000024503,ENSG00000164266,SPINK1
Serpinc1,ENSMUSG00000026715,ENSG00000117601,SERPINC1
Serpina1a,ENSMUSG00000066366,ENSG00000197249,SERPINA1
Serpina1d,ENSMUSG00000071177,ENSG00000197249,SERPINA1
Serpina1b,ENSMUSG00000071178,ENSG00000197249,SERPINA1
Serpina1e,ENSMUSG00000072849,ENSG00000197249,SERPINA1
Serpina1c,ENSMUSG00000079015,ENSG00000197249,SERPINA1
Serpina3n,ENSMUSG00000021091,ENSG00000196136,SERPINA3
Serpina3g,ENSMUSG00000041481,ENSG00000196136,SERPINA3
Serpina3a,ENSMUSG00000041536,ENSG00000196136,SERPINA3
Serpina3k,ENSMUSG00000058207,ENSG00000196136,SERPINA3
Serpina3c,ENSMUSG00000066361,ENSG00000196136,SERPINA3
Serpina3f,ENSMUSG00000066363,ENSG00000196136,SERPINA3
Serpina3b,ENSMUSG00000066364,ENSG00000196136,SERPINA3
Serpina3m,ENSMUSG00000079012,ENSG00000196136,SERPINA3
Serpina3j,ENSMUSG00000079013,ENSG00000196136,SERPINA3
Serpina3i,ENSMUSG00000079014,ENSG00000196136,SERPINA3
Agt,ENSMUSG00000031980,ENSG00000135744,AGT
A2m,ENSMUSG00000030111,ENSG00000175899,A2M
C3,ENSMUSG00000024164,ENSG00000125730,C3
Hc,ENSMUSG00000026874,ENSG00000106804,C5
Timp1,ENSMUSG00000001131,ENSG00000102265,TIMP1
Cst3,ENSMUSG00000027447,ENSG00000101439,CST3
Cst10,ENSMUSG00000033156,ENSG00000101439,CST3
Kng1,ENSMUSG00000022875,ENSG00000113889,KNG1
Kng2,ENSMUSG00000060459,ENSG00000113889,KNG1
Nras,ENSMUSG00000027852,ENSG00000213281,NRAS
Hras,ENSMUSG00000025499,ENSG00000174775,HRAS
Kras,ENSMUSG00000030265,ENSG00000133703,KRAS
Pdgfb,ENSMUSG00000000489,ENSG00000100311,PDGFB
Ldlr,ENSMUSG00000032193,ENSG00000130164,LDLR
Egf,ENSMUSG00000028017,ENSG00000138798,EGF
Tgfa,ENSMUSG00000029999,ENSG00000163235,TGFA
Tgfb1,ENSMUSG00000002603,ENSG00000105329,TGFB1
Ngf,ENSMUSG00000027859,ENSG00000134259,NGF
Gnrh1,ENSMUSG00000015812,ENSG00000147437,GNRH1
Nppa,ENSMUSG00000041616,ENSG00000175206,NPPA
Oxt,ENSMUSG00000027301,ENSG00000101405,OXT
Avp,ENSMUSG00000037727,ENSG00000101200,AVP
Pomc,ENSMUSG00000020660,ENSG00000115138,POMC
Penk,ENSMUSG00000045573,ENSG00000181195,PENK
Pdyn,ENSMUSG00000027400,ENSG00000101327,PDYN
Cga,ENSMUSG00000028298,ENSG00000135346,CGA
Tshb,ENSMUSG00000027857,ENSG00000134200,TSHB
Fshb,ENSMUSG00000027120,ENSG00000131808,FSHB
Prl4a1,ENSMUSG00000005891,ENSG00000172179,PRL
Prl7a1,ENSMUSG00000006488,ENSG00000172179,PRL
Prl8a9,ENSMUSG00000006490,ENSG00000172179,PRL
Prl5a1,ENSMUSG00000017064,ENSG00000172179,PRL
Prl3c1,ENSMUSG00000017922,ENSG00000172179,PRL
Prl8a2,ENSMUSG00000018259,ENSG00000172179,PRL
Prl8a1,ENSMUSG00000019756,ENSG00000172179,PRL
Prl,ENSMUSG00000021342,ENSG00000172179,PRL
Prl8a6,ENSMUSG00000021345,ENSG00000172179,PRL
Prl8a8,ENSMUSG00000021346,ENSG00000172179,PRL
Prl7b1,ENSMUSG00000021347,ENSG00000172179,PRL
Prl7d1,ENSMUSG00000021348,ENSG00000172179,PRL
Prl2a1,ENSMUSG00000022886,ENSG00000172179,PRL
Prl3a1,ENSMUSG00000038883,ENSG00000172179,PRL
Prl3b1,ENSMUSG00000038891,ENSG00000172179,PRL
Prl7a2,ENSMUSG00000046899,ENSG00000172179,PRL
Prl2c5,ENSMUSG00000055360,ENSG00000172179,PRL
Prl2c3,ENSMUSG00000056457,ENSG00000172179,PRL
Prl3d1,ENSMUSG00000057170,ENSG00000172179,PRL
Prl7c1,ENSMUSG00000060738,ENSG00000172179,PRL
Prl3d3,ENSMUSG00000062201,ENSG00000172179,PRL
Prl2c1,ENSMUSG00000062551,ENSG00000172179,PRL
Prl3d2,ENSMUSG00000062737,ENSG00000172179,PRL
Prl2b1,ENSMUSG00000069258,ENSG00000172179,PRL
Prl6a1,ENSMUSG00000069259,ENSG00000172179,PRL
Prl2c2,ENSMUSG00000079092,ENSG00000172179,PRL
Gh,ENSMUSG00000020713,ENSG00000259384,GH1
Gh,ENSMUSG00000020713,ENSG00000136487,GH2
Calca,ENSMUSG00000030669,ENSG00000110680,CALCA
Tg,ENSMUSG00000053469,ENSG00000042832,TG
Pth,ENSMUSG00000059077,ENSG00000152266,PTH
Gcg,ENSMUSG00000000394,ENSG00000115263,GCG
Vip,ENSMUSG00000019772,ENSG00000146469,VIP
Ghrh,ENSMUSG00000027643,ENSG00000118702,GHRH
Ppy,ENSMUSG00000017316,ENSG00000108849,PPY
Npy,ENSMUSG00000029819,ENSG00000122585,NPY
Ins2,ENSMUSG00000000215,ENSG00000254647,INS
Ins1,ENSMUSG00000035804,ENSG00000254647,INS
Igf2,ENSMUSG00000048583,ENSG00000167244,IGF2
Gast,ENSMUSG00000017165,ENSG00000184502,GAST
Lta,ENSMUSG00000024402,ENSG00000226979,LTA
Tnf,ENSMUSG00000024401,ENSG00000232810,TNF
Ifna13,ENSMUSG00000063376,ENSG00000197919,IFNA1
Ifna4,ENSMUSG00000070904,ENSG00000197919,IFNA1
Ifna12,ENSMUSG00000073811,ENSG00000197919,IFNA1
Ifna2,ENSMUSG00000078354,ENSG00000197919,IFNA1
Ifna16,ENSMUSG00000078355,ENSG00000197919,IFNA1
Ifna9,ENSMUSG00000095270,ENSG00000197919,IFNA1
Ifna1,ENSMUSG00000095498,ENSG00000197919,IFNA1
Ifna14,ENSMUSG00000095896,ENSG00000197919,IFNA1
Ifna15,ENSMUSG00000096011,ENSG00000197919,IFNA1
Ifna5,ENSMUSG00000096682,ENSG00000197919,IFNA1
Ifnab,ENSMUSG00000100079,ENSG00000197919,IFNA1
Ifna11,ENSMUSG00000100549,ENSG00000197919,IFNA1
Ifna7,ENSMUSG00000100713,ENSG00000197919,IFNA1
Ifna6,ENSMUSG00000101252,ENSG00000197919,IFNA1
Ifna13,ENSMUSG00000063376,ENSG00000233816,IFNA13
Ifna4,ENSMUSG00000070904,ENSG00000233816,IFNA13
Ifna12,ENSMUSG00000073811,ENSG00000233816,IFNA13
Ifna2,ENSMUSG00000078354,ENSG00000233816,IFNA13
Ifna16,ENSMUSG00000078355,ENSG00000233816,IFNA13
Ifna9,ENSMUSG00000095270,ENSG00000233816,IFNA13
Ifna1,ENSMUSG00000095498,ENSG00000233816,IFNA13
Ifna14,ENSMUSG00000095896,ENSG00000233816,IFNA13
Ifna15,ENSMUSG00000096011,ENSG00000233816,IFNA13
Ifna5,ENSMUSG00000096682,ENSG00000233816,IFNA13
Ifnab,ENSMUSG00000100079,ENSG00000233816,IFNA13
Ifna11,ENSMUSG00000100549,ENSG00000233816,IFNA13
Ifna7,ENSMUSG00000100713,ENSG00000233816,IFNA13
Ifna6,ENSMUSG00000101252,ENSG00000233816,IFNA13
Ifna13,ENSMUSG00000063376,ENSG00000188379,IFNA2
Ifna4,ENSMUSG00000070904,ENSG00000188379,IFNA2
Ifna12,ENSMUSG00000073811,ENSG00000188379,IFNA2
Ifna2,ENSMUSG00000078354,ENSG00000188379,IFNA2
Ifna16,ENSMUSG00000078355,ENSG00000188379,IFNA2
Ifna9,ENSMUSG00000095270,ENSG00000188379,IFNA2
Ifna1,ENSMUSG00000095498,ENSG00000188379,IFNA2
Ifna14,ENSMUSG00000095896,ENSG00000188379,IFNA2
Ifna15,ENSMUSG00000096011,ENSG00000188379,IFNA2
Ifna5,ENSMUSG00000096682,ENSG00000188379,IFNA2
Ifnab,ENSMUSG00000100079,ENSG00000188379,IFNA2
Ifna11,ENSMUSG00000100549,ENSG00000188379,IFNA2
Ifna7,ENSMUSG00000100713,ENSG00000188379,IFNA2
Ifna6,ENSMUSG00000101252,ENSG00000188379,IFNA2
Ifna13,ENSMUSG00000063376,ENSG00000186803,IFNA10
Ifna4,ENSMUSG00000070904,ENSG00000186803,IFNA10
Ifna12,ENSMUSG00000073811,ENSG00000186803,IFNA10
Ifna2,ENSMUSG00000078354,ENSG00000186803,IFNA10
Ifna16,ENSMUSG00000078355,ENSG00000186803,IFNA10
Ifna9,ENSMUSG00000095270,ENSG00000186803,IFNA10
Ifna1,ENSMUSG00000095498,ENSG00000186803,IFNA10
Ifna14,ENSMUSG00000095896,ENSG00000186803,IFNA10
Ifna15,ENSMUSG00000096011,ENSG00000186803,IFNA10
Ifna5,ENSMUSG00000096682,ENSG00000186803,IFNA10
Ifnab,ENSMUSG00000100079,ENSG00000186803,IFNA10
Ifna11,ENSMUSG00000100549,ENSG00000186803,IFNA10
Ifna7,ENSMUSG00000100713,ENSG00000186803,IFNA10
Ifna6,ENSMUSG00000101252,ENSG00000186803,IFNA10
Ifna13,ENSMUSG00000063376,ENSG00000214042,IFNA7
Ifna4,ENSMUSG00000070904,ENSG00000214042,IFNA7
Ifna12,ENSMUSG00000073811,ENSG00000214042,IFNA7
Ifna2,ENSMUSG00000078354,ENSG00000214042,IFNA7
Ifna16,ENSMUSG00000078355,ENSG00000214042,IFNA7
Ifna9,ENSMUSG00000095270,ENSG00000214042,IFNA7
Ifna1,ENSMUSG00000095498,ENSG00000214042,IFNA7
Ifna14,ENSMUSG00000095896,ENSG00000214042,IFNA7
Ifna15,ENSMUSG00000096011,ENSG00000214042,IFNA7
Ifna5,ENSMUSG00000096682,ENSG00000214042,IFNA7
Ifnab,ENSMUSG00000100079,ENSG00000214042,IFNA7
Ifna11,ENSMUSG00000100549,ENSG00000214042,IFNA7
Ifna7,ENSMUSG00000100713,ENSG00000214042,IFNA7
Ifna6,ENSMUSG00000101252,ENSG00000214042,IFNA7
Ifna13,ENSMUSG00000063376,ENSG00000137080,IFNA21
Ifna4,ENSMUSG00000070904,ENSG00000137080,IFNA21
Ifna12,ENSMUSG00000073811,ENSG00000137080,IFNA21
Ifna2,ENSMUSG00000078354,ENSG00000137080,IFNA21
Ifna16,ENSMUSG00000078355,ENSG00000137080,IFNA21
Ifna9,ENSMUSG00000095270,ENSG00000137080,IFNA21
Ifna1,ENSMUSG00000095498,ENSG00000137080,IFNA21
Ifna14,ENSMUSG00000095896,ENSG00000137080,IFNA21
Ifna15,ENSMUSG00000096011,ENSG00000137080,IFNA21
Ifna5,ENSMUSG00000096682,ENSG00000137080,IFNA21
Ifnab,ENSMUSG00000100079,ENSG00000137080,IFNA21
Ifna11,ENSMUSG00000100549,ENSG00000137080,IFNA21
Ifna7,ENSMUSG00000100713,ENSG00000137080,IFNA21
Ifna6,ENSMUSG00000101252,ENSG00000137080,IFNA21
Ifna13,ENSMUSG00000063376,ENSG00000147873,IFNA5
Ifna4,ENSMUSG00000070904,ENSG00000147873,IFNA5
Ifna12,ENSMUSG00000073811,ENSG00000147873,IFNA5
Ifna2,ENSMUSG00000078354,ENSG00000147873,IFNA5
Ifna16,ENSMUSG00000078355,ENSG00000147873,IFNA5
Ifna9,ENSMUSG00000095270,ENSG00000147873,IFNA5
Ifna1,ENSMUSG00000095498,ENSG00000147873,IFNA5
Ifna14,ENSMUSG00000095896,ENSG00000147873,IFNA5
Ifna15,ENSMUSG00000096011,ENSG00000147873,IFNA5
Ifna5,ENSMUSG00000096682,ENSG00000147873,IFNA5
Ifnab,ENSMUSG00000100079,ENSG00000147873,IFNA5
Ifna11,ENSMUSG00000100549,ENSG00000147873,IFNA5
Ifna7,ENSMUSG00000100713,ENSG00000147873,IFNA5
Ifna6,ENSMUSG00000101252,ENSG00000147873,IFNA5
Ifna13,ENSMUSG00000063376,ENSG00000228083,IFNA14
Ifna4,ENSMUSG00000070904,ENSG00000228083,IFNA14
Ifna12,ENSMUSG00000073811,ENSG00000228083,IFNA14
Ifna2,ENSMUSG00000078354,ENSG00000228083,IFNA14
Ifna16,ENSMUSG00000078355,ENSG00000228083,IFNA14
Ifna9,ENSMUSG00000095270,ENSG00000228083,IFNA14
Ifna1,ENSMUSG00000095498,ENSG00000228083,IFNA14
Ifna14,ENSMUSG00000095896,ENSG00000228083,IFNA14
Ifna15,ENSMUSG00000096011,ENSG00000228083,IFNA14
Ifna5,ENSMUSG00000096682,ENSG00000228083,IFNA14
Ifnab,ENSMUSG00000100079,ENSG00000228083,IFNA14
Ifna11,ENSMUSG00000100549,ENSG00000228083,IFNA14
Ifna7,ENSMUSG00000100713,ENSG00000228083,IFNA14
Ifna6,ENSMUSG00000101252,ENSG00000228083,IFNA14
Ifna13,ENSMUSG00000063376,ENSG00000234829,IFNA17
